transaction_id,store_id,timestamp,item_id,item_category,quantity,unit_price,revenue,payment_method,customer_id
3CHO3XJVOEGI;S010;2024-10-16 16:53:58;ITEM00447;Toys;4;160.01;640.04;Cash;hjb2jtxb,,,,,,,,,
6LKC86Y5O44I,S019,10/16/2024 18:12,ITEM00535,Sports,1,28.61,28.61,Transfer,rdv1l303
DHJO5CTZETRI,S009,10/16/2024 5:16,ITEM00733,Home,4,109.79,439.16,Transfer,a8v4x7y2
XZ6YTIPA877K;S008;2024-10-16 10:49:43;ITEM00912;Clothing;5;192.96;964.8;Mobile;w51ob537,,,,,,,,,
LP7DFJCP0TLZ,S002,10/16/2024 11:21PM,ITEM00646,Toys,4,463.32,1853.28,Card,ahkudiz1
Y2LR0JY32HOG,S013,10/16/2024 20:46,ITEM00971,Electronics,2,423.63,847.26,Card,69hzgopj
UAS173RIH83J,S016,10/16/2024 13:54,ITEM00877,Clothing,3,85.89,257.67,Card,9kypofkj
YQAELYYZZ0JD,S002,10/16/2024 1:53,ITEM00241,Toys,2,185.45,370.9,Transfer,978v0bjw
E6BGGRMQDZPJ,S011,2024-10-16T01:36:28,ITEM00512,Home,4,335.96,1343.84,Transfer,7k5w1jl6
F4X2BFIBJZP9,S016,10/16/2024 1:29,ITEM00727,Groceries,4,382.07,1528.28,Mobile,qezfmhk4
XH9A1G7IRDLK,S004,10/16/2024 14:21,ITEM00952,Electronics,3,282.06,846.18,Transfer,fc3xq8va
L008UHBXLBC8,S013,10/16/2024 3:22,ITEM00183,Clothing,5,475.5,2377.5,Mobile,d4f2k1xe
76VMDNHQNJVD,S014,10/16/2024 01:24PM,ITEM00445,Sports,4,368.21,1472.84,Mobile,ds9yxz7s
P6RFE64SKBCB,S004,10/16/2024 18:35,ITEM00097,Toys,1,146.06,146.06,Transfer,mv1a0q24
KVQYWJ85GG0V,S004,10/16/2024 15:47,ITEM00006,Toys,4,438.5,1754,Cash,axqox00k
YYOKEAEA84HX;S008;16-10-24 15:51;ITEM00879;Groceries;5;181.0;905.0;Card;d1fpe60q,,,,,,,,,
VHU4BAWZ940V,S018,10/16/2024 10:35,ITEM00410,Toys,1,430.04,430.04,Mobile,icautjx6
MZAKGMIH6MV4;S015;2024/10/16 04:46:31;ITEM00741;Sports;5;469.54;2347.7;Mobile;83y0224w,,,,,,,,,
EHVDO9KHBA5M,S006,16-10-24 06:21,ITEM00916,Groceries,1,333.86,333.86,Cash,3meiur92
FYSYZ7PQ4DDV,S004,10/16/2024 20:28,ITEM00108,Clothing,5,134.48,672.4,Cash,56fkps0d
EH81A4RKGJZO,S008,16-10-24 05:31,ITEM00543,Toys,3,409.76,1229.28,Card,ep768sy7
SCMO1POB7FU9,S017,10/16/2024 10:46,ITEM00908,Sports,1,359.1,359.1,Transfer,zlm36vfo
WPM3X15DTOZ5,S017,10/16/2024 19:41,ITEM00096,Groceries,5,312.56,1562.8,Transfer,s1fb2vi1
CNWMBXEK0Q92,S019,10/16/2024 08:35PM,ITEM00961,Sports,5,56.11,280.55,Card,mk2zyzsi
2QFPODPEHCYO,S018,16-10-24 18:53,ITEM00893,Home,5,97.09,485.45,Mobile,w9y80pfs
Z5EHR07N8VOE,S019,10/16/2024 10:32,ITEM00157,Electronics,4,65.56,262.24,Transfer,knkbf2p7
3REM5PUU62RZ,S020,16-10-24 04:50,ITEM00517,Sports,3,108.58,325.74,Mobile,1yf0dwwn
860X5ZU2ZUEU,S007,10/16/2024 22:31,ITEM00776,Electronics,3,270.96,812.88,Card,1saxt8jh
3VOB5APO4LJE,S004,10/16/2024 19:43,ITEM00148,Clothing,5,222.67,1113.35,Transfer,1f8yc8gz
OLN3EH1VR1NE,S002,10/16/2024 11:35,ITEM00417,Electronics,1,160.7,160.7,Mobile,bw6atvd1
ODWH8N92TP6Q,S001,2024-10-16T16:55:02,ITEM00636,Home,2,153,306,Card,a7rv4nmw
FTCDZ3095HS2,S011,10/16/2024 23:07,ITEM00771,Sports,5,141.37,706.85,Mobile,jxlh8l6e
6YO6Z1T2XCB3,S015,10/16/2024 4:29,ITEM00833,Toys,5,238.79,1193.95,Transfer,n439enga
ZG3W3H98BRZV,S001,2024-10-16T07:08:21,ITEM00654,Toys,3,340.6,1021.8,Cash,5urtxuyu
E7450J4A8YWY,S015,10/16/2024 0:04,ITEM00657,Sports,2,373.24,746.48,Cash,4l4oesrs
7TLOM539IY87,S007,10/16/2024 5:59,ITEM00065,Sports,2,24.44,48.88,Cash,bpa274ir
SICVPDQE97N6,S003,10/16/2024 4:38,ITEM00822,Toys,1,411,411,Cash,kwcyuknd
2WQQPWDXYASV,S004,10/16/2024 3:44,ITEM00731,Electronics,2,432.43,864.86,Card,6esmrwge
P81L51FLMNAV,S005,10/16/2024 2:05,ITEM00839,Groceries,2,156.52,313.04,Cash,phh62myz
4UMKLD56R7WY,S015,10/16/2024 22:42,ITEM00493,Sports,5,346.51,1732.55,Transfer,3no3aamt
V1BBHG5ZMTGA,S009,10/16/2024 3:41,ITEM00694,Clothing,4,98.01,392.04,Mobile,x5mhqnng
5CF72GNNV9IB,S020,10/16/2024 21:23,ITEM00549,Home,5,440.95,2204.75,Card,lb25485h
WGN51NSGZSR8,S016,10/16/2024 9:46,ITEM00654,Groceries,4,395.71,1582.84,Cash,h6qihpnf
EDQMVQWPQO2L,S013,10/16/2024 0:53,ITEM00240,Home,3,275.73,827.19,Cash,mc4sx27d
MYJ014GVE4ZT,S009,16-10-24 00:18,ITEM00289,Home,1,273.47,273.47,Mobile,831ax985
S210Q2LG1ZHQ,S018,10/16/2024 1:05,ITEM00592,Clothing,2,237.74,475.48,Transfer,7a34mpyo
VUBF99U26UON,S013,10/16/2024 2:19,ITEM00193,Toys,5,150.52,752.6,Cash,l8xkgyg3
C8KIXCCSG4OF,S004,10/16/2024 4:42,ITEM00490,Sports,1,94.16,94.16,Cash,o6h5l3xf
SYJAFCO3S65Q,S019,10/16/2024 01:25AM,ITEM00295,Sports,3,294.16,882.48,Mobile,m42o34og
6GUO8I5JWK6Z,S007,10/16/2024 17:58,ITEM00781,Groceries,4,229.46,917.84,Cash,9cd1lqjs
YQMOGBJZEYQQ,S003,10/16/2024 07:58PM,ITEM00731,Toys,1,319.79,319.79,Card,qkf4vge0
FMHBYHZ43XZ6,S013,10/16/2024 11:13,ITEM00613,Electronics,1,339.01,339.01,Cash,117nidp9
C8D4X0BS3LWW,S018,10/16/2024 14:23,ITEM00124,Clothing,2,340.3,680.6,Card,dlaxahhx
CHKV9DT94G8V,S013,10/16/2024 4:50,ITEM00651,Sports,5,185.12,925.6,Transfer,9xca6qs0
W6L01WCNKFHB,S020,10/16/2024 04:09PM,ITEM00337,Clothing,1,117.07,117.07,Transfer,l2b2o31i
T6XIYZVNLPA5,S003,10/16/2024 7:00,ITEM00145,Clothing,3,121.88,365.64,Card,dv37ic0l
VKU8H5R8MNQP,S020,16-10-24 15:46,ITEM00840,Toys,2,212.58,425.16,Cash,1pc6kttg
NVCEQFGAS0R7,S013,10/16/2024 13:35,ITEM00316,Sports,3,227.35,682.05,Cash,ob7nugpj
RYZX70IB3WYZ,S005,10/16/2024 09:30AM,ITEM00967,Sports,3,255.29,765.87,Card,jv84a1x7
C65FPYST5V01,S003,10/16/2024 03:58AM,ITEM00796,Home,5,487.1,2435.5,Card,jh0zagrd
X0GNZHG8Q3GC,S006,10/16/2024 6:59,ITEM00924,Toys,4,262.96,1051.84,Mobile,ww5fknjm
1AJ8X2BH2NS8,S009,10/16/2024 17:41,ITEM00346,Groceries,4,243.11,972.44,Mobile,mymlinov
A5O47AET81IQ,S016,10/16/2024 18:44,ITEM00193,Electronics,3,403.33,1209.99,Transfer,amb3lpvo
77RXZDNVZ552,S017,10/16/2024 1:09,ITEM00816,Electronics,1,174.82,174.82,Transfer,399q68rt
XDPZF761HJR6,S004,10/16/2024 4:56,ITEM00649,Sports,2,376.87,753.74,Mobile,dy571vxn
28PIJKEMVG7U,S005,2024-10-16T11:24:34,ITEM00591,Sports,4,327.31,1309.24,Cash,lvgnp127
DA4L3KHYFK04,S002,10/16/2024 21:48,ITEM00515,Sports,5,295.8,1479,Cash,j4uwhk8c
H03ZB5GRO9X4,S001,10/16/2024 19:56,ITEM00433,Sports,2,414.11,828.22,Mobile,91otkzh4
25B7KXUPR6H2,S007,10/16/2024 23:42,ITEM00744,Groceries,2,162.39,324.78,Cash,y9f8p47d
,,,,,,,,,
GRXPUDC62G3A,S018,16-10-24 19:31,ITEM00543,Toys,1,397.38,397.38,Cash,svz2e186
AQLBUXDJ1DEK,S018,10/16/2024 6:14,ITEM00968,Sports,5,347.91,1739.55,Cash,ib86ktfr
SYXBBF4HETVJ,S020,10/16/2024 15:21,ITEM00262,Home,3,303.48,910.44,Mobile,xfq8y7fh
ZGNX3VPF9PAV,S003,10/16/2024 9:50,ITEM00113,Sports,3,497.68,1493.04,Mobile,cxnmj5ia
D7G0L3RTZ5TV,S002,10/16/2024 6:13,ITEM00770,Toys,-2,189.94,379.88,Card,m08tv4re
J7XN1YPQPMQK,S014,10/16/2024 18:57,ITEM00903,Clothing,4,284.21,1136.84,Transfer,wdl14wci
0TR58PS0RS95,S004,10/16/2024 14:45,ITEM00195,Sports,5,29.65,148.25,Cash,zz0i0835
QG716GNEMBRG,S004,10/16/2024 12:18,ITEM00256,Groceries,5,22.14,110.7,Cash,krjawo77
BQWRMWLMA6GM,S004,10/16/2024 15:41,ITEM00087,Groceries,5,413.04,2065.2,Card,o6a1jqnn
DP4FMPM5HGBO,S011,10/16/2024 1:09,ITEM00204,Toys,5,405.96,2029.8,Transfer,errye12o
82EMAYB3PVAR,S010,10/16/2024 17:41,ITEM00440,Clothing,4,66.58,266.32,Card,0gkejzxp
SG9VWIEB97PW,S003,10/16/2024 1:51,ITEM00538,Home,1,350.87,350.87,Card,hpcpbdn7
BBB0HQ6DG8NK,S004,10/16/2024 12:29AM,ITEM00789,Clothing,2,160.6,321.2,Transfer,m30vvijv
0EV6XGZ7CTM0,S007,10/16/2024 07:25PM,ITEM00045,Clothing,1,66.11,66.11,Card,pz614umn
CP7SAVZEBU2Y,S013,10/16/2024 06:01PM,ITEM00892,Groceries,1,455.51,455.51,Cash,f1n2ojgf
2QZSKHZTGBIB,S005,10/16/2024 10:06,ITEM00277,Electronics,1,439.7,439.7,Card,9hexw8l8
OWLC33H8G8T9,S019,10/16/2024 03:52AM,ITEM00705,Toys,3,361.32,1083.96,Transfer,5wt3hju3
0PFRRQ3GU7GK,S010,10/16/2024 5:55,ITEM00838,Toys,2,223.58,447.16,Card,cci68ds0
NDA37E1J7V2A,S004,10/16/2024 07:44PM,ITEM00347,Sports,5,50.77,253.85,Cash,hrupflfc
3DKS4F6APFXI,S013,10/16/2024 4:05,ITEM00113,Clothing,5,62.41,312.05,Cash,8kcmm7db
VYFYK3MD6X73,S003,10/16/2024 0:04,ITEM00153,Sports,4,265.71,1062.84,Card,loz2rcu8
E1MRR9VWE77N,S018,2024/02/30 25:61,ITEM00505,Groceries,1,162.2,162.2,Card,nupuy0zi
7CM453KF486I,S008,10/16/2024 02:02AM,ITEM00121,Sports,4,478.85,1915.4,Card,na8nzxc4
FIA3O1QFS8Q0,S015,10/16/2024 11:28PM,ITEM00294,Electronics,1,74.3,74.3,Card,cxvgfop8
SZPF9S9EHWHG,S018,16-10-24 22:01,ITEM00837,Sports,3,459.66,1378.98,Mobile,rxonbnpj
4BKTCV1LTWBJ,S019,10/16/2024 20:33,ITEM00810,Toys,3,301.99,905.97,Cash,bdl918sl
ZDO0D3FVNV4K,S005,10/16/2024 16:51,ITEM00641,Electronics,3,486.95,1460.85,Card,53x1f8s0
EKW7BZYI9V8U,S016,16-10-24 03:32,ITEM00147,Home,3,224.29,672.87,Cash,rqgkcumc
RJ5XFEUB4O47,S005,10/16/2024 16:03,ITEM00866,Groceries,4,129.71,518.84,Transfer,nysj5ywx
UFDNU4I5YMQT,S015,10/16/2024 3:58,ITEM00750,Electronics,2,350.17,700.34,Mobile,1hll9rzr
8FHU91C329HH,S001,10/16/2024 15:23,ITEM00651,Clothing,1,273,273,Cash,fjc5qph6
6M1FMPRYFZMY,S013,10/16/2024 0:21,ITEM00916,Groceries,1,47.13,47.13,Card,cywl9700
7RL2YJ0974WX,S019,10/16/2024 3:32,ITEM00764,Clothing,2,448.35,896.7,Mobile,z1vhhgy8
6S5ZXQOMTS1E,S006,10/16/2024 16:42,ITEM00182,Groceries,3,9.08,27.24,Card,tn4ypkw7
DXWOR17DPUBK,S014,10/16/2024 7:42,ITEM00466,Groceries,1,403.16,403.16,Mobile,e48m2q6x
NIK5J42OI6OA,S005,16-10-24 13:37,ITEM00532,Sports,4,4.79,19.16,Transfer,m89i9gx3
7O0OLFIZEEUO,S009,10/16/2024 20:07,ITEM00331,Clothing,5,215.12,1075.6,Cash,dpwvbz7c
W1GXHG403NJB,S003,10/16/2024 05:14AM,ITEM00654,Groceries,2,491.72,983.44,Cash,d7efjgc4
RAC8CYNL63GA,S006,10/16/2024 08:39PM,ITEM00876,Electronics,2,196.01,392.02,Cash,99rwtf07
S1HN6BEDYEJH,S003,10/16/2024 12:41PM,ITEM00668,Home,1,268.44,268.44,Mobile,0rsoggy5
2VFHZPQVJLDN,S007,10/16/2024 20:38,ITEM00920,Sports,4,52.34,209.36,Cash,q68jov58
GL2MCXN2ELAL,S015,16-10-24 20:39,ITEM00921,Clothing,4,15.94,63.76,Cash,nvsdkv54
P3HBRBJEQVVI,S001,10/16/2024 10:22,ITEM00803,Groceries,4,341.38,1365.52,Cash,6k4o67bx
OKLMC1RBK9RX,S004,10/16/2024 13:36,ITEM00106,Electronics,1,415.1,415.1,Card,badlypgg
TAYB5BBKJY2N,S006,10/16/2024 5:00,ITEM00123,Clothing,3,408.26,1224.78,Transfer,5158oqes
L0IJKCU5X0HC,S016,10/16/2024 2:11,ITEM00687,Clothing,4,488.2,1952.8,Mobile,3gdhvs41
4DE7NQWHOCPY,S019,10/16/2024 23:36,ITEM00473,Electronics,4,327.99,1311.96,Cash,i6gbxqj7
OPMPNBN7GGGJ,S020,10/16/2024 17:58,ITEM00112,Sports,4,106.82,427.28,Cash,x8hbbjcd
OOH3YRGHWZKA,S006,10/16/2024 18:19,ITEM00638,Toys,5,350.06,1750.3,Transfer,4ygyflq8
GJCY4V8URID3,S019,16-10-24 10:34,ITEM00538,Groceries,4,167.69,670.76,Card,11d2mrmt
AMZ6146VEY0A,S014,10/16/2024 08:01AM,ITEM00146,Home,3,182.78,548.34,Mobile,buzphd7n
Y6Q8SJY5OP9L,S002,10/16/2024 21:05,ITEM00352,Groceries,3,438.69,1316.07,Cash,pq82k8ry
KUFRCKQH3ERA,S012,10/16/2024 0:01,ITEM00142,Home,2,262.07,524.14,Transfer,2s8u8zf0
B7IYNO667VGP,S011,10/16/2024 21:03,ITEM00787,Clothing,1,146.11,146.11,Transfer,etkduwtn
SYSYMMQ8Q6A1,S003,10/16/2024 05:07AM,ITEM00310,Clothing,4,48.93,195.72,Transfer,etuk1ooa
BB3XMDKRLC0Y,S002,10/16/2024 7:27,ITEM00576,Sports,5,230.65,1153.25,Mobile,e6xfwz73
AVEDHR3PCEO9,S008,10/16/2024 19:54,ITEM00628,Sports,2,58.24,116.48,Mobile,4wpwg3xg
RKDVNJN2Q3FK,S004,10/16/2024 20:32,ITEM00595,Home,5,100.98,504.9,Cash,x6wb68q0
4SMZOCXMZMZ2;S009;2024-10-16 23:58:23;ITEM00404;Electronics;2;179.52;359.04;Mobile;nqxu71se,,,,,,,,,
WOB4FDD7R193,S008,10/16/2024 3:50,ITEM00179,Sports,5,174.7,873.5,Mobile,1pcwe4c1
LZN9UHJPKHF3,S007,10/16/2024 3:07,ITEM00645,Sports,1,461.85,461.85,Cash,h36motcg
3URMWUECPNCC,S017,10/16/2024 10:51,ITEM00511,Clothing,5,248.59,1242.95,Cash,vli77jzc
U47SOCZDQ7JB,S011,10/16/2024 15:20,ITEM00343,Electronics,3,38.31,114.93,Card,h3l16cr3
1B98VWCT8JBB,S017,10/16/2024 08:12AM,ITEM00442,Toys,5,351.84,1759.2,Transfer,25i7a2hv
B1ZPPEP69NGP,S002,10/16/2024 8:40,ITEM00603,Electronics,1,276.7,276.7,Card,o13tb25i
GBMXIKVRECJT,S016,10/16/2024 12:59,ITEM00880,Clothing,1,64.23,64.23,Mobile,z72kxsjz
O8RC64SKTE02,S002,10/16/2024 08:33AM,ITEM00666,Toys,1,173.97,173.97,Cash,a4jvk8c4
NBHGPBKTMAV6,S009,10/16/2024 21:30,ITEM00029,Home,1,431.52,431.52,Mobile,52713t87
UUSFN07EA28D,S008,10/16/2024 19:45,ITEM00585,Toys,5,232.29,1161.45,Cash,wnx23veu
PAABMWUOUC6T,S003,10/16/2024 16:02,ITEM00785,Home,3,423.95,1271.85,Transfer,5ewfwbeb
BZCZJJY4MZVM,S003,10/16/2024 18:27,ITEM00524,Electronics,4,290.37,1161.48,Card,hu3ycpka
OXQ9WFB76AV3,S017,16-10-24 18:30,ITEM00730,Home,3,168.16,504.48,Card,nuxf1x88
UTP04SBRSPJ4,S010,10/16/2024 8:53,ITEM00819,Home,5,252.24,1261.2,Card,q0ei05nm
VQPU3ET1OVEJ,S010,10/16/2024 12:26,ITEM00084,Toys,3,327.01,981.03,Mobile,sfr5hgqg
QD54AGCSTNPE,S018,10/16/2024 08:47AM,ITEM00122,Home,5,355.98,1779.9,Transfer,vw9b0mqo
REG167D6VNXN,S015,10/16/2024 6:26,ITEM00603,Home,4,145.36,581.44,Cash,irbsss7k
B850PK5LMFKR,S008,10/16/2024 6:09,ITEM00940,Home,2,476.8,953.6,Cash,7xfh41a6
HR3NK8PQEQ7Z,S004,10/16/2024 16:10,ITEM00506,Home,5,269.42,1347.1,Cash,590emc20
Q0YCY6BDZSGU,S002,10/16/2024 11:06PM,ITEM00252,Clothing,5,168.33,841.65,Mobile,5hhqrgre
40ACUHGPJNVW,S016,10/16/2024 07:18PM,ITEM00185,Home,1,475.47,475.47,Card,5yrwvtkh
QIPG8XMOE545,S020,10/16/2024 03:00PM,ITEM00030,Home,3,210.38,631.14,Transfer,s62c1jlo
BRHWBQH5T2D8,S020,10/16/2024 12:00,ITEM00553,Electronics,4,131.09,524.36,Cash,2dz61txs
4OZKFNOTIA41,S017,10/16/2024 3:43,ITEM00811,Toys,2,492.62,985.24,Cash,fki1ije2
55CSZ0A0T7DV,S013,16-10-24 07:04,ITEM00880,Home,2,409.33,818.66,Transfer,p0kqd8un
UR6TIARONTDI,S001,16-10-24 14:28,ITEM00458,Home,2,483.48,966.96,Mobile,uxl39dg5
O4S41CRO04BY,S020,10/16/2024 14:48,ITEM00275,Sports,2,42.86,85.72,Card,12tlxlzs
PCEASEH5E5RW,S017,10/16/2024 17:44,ITEM00896,Groceries,1,460.69,460.69,Mobile,okpk7ysw
SHWZSJQ77Z4E,S017,10/16/2024 17:15,ITEM00427,Clothing,2,71.62,143.24,Card,q9azhdqd
MUIW7J35VLWO,S009,10/16/2024 20:25,ITEM00676,Clothing,5,79.07,395.35,Cash,vdhguesx
VJ35YRG29D2F,S006,10/16/2024 17:18,ITEM00332,Electronics,5,386.22,1931.1,Cash,e3pqk1io
4LCVHFWJFPPZ,S009,10/16/2024 4:22,ITEM00446,Sports,4,178.14,712.56,Transfer,g541mpw5
G0APSALDNJ7V,S002,10/16/2024 23:33,ITEM00491,Toys,2,191.85,383.7,Cash,9zjcubzq
R513BB6F05EP,S004,10/16/2024 2:02,ITEM00728,Electronics,4,245.66,982.64,Transfer,dt9gwa44
V7S7O4YC3S0D,S015,10/16/2024 1:37,ITEM00204,Sports,2,452.96,905.92,Mobile,g04ajmmu
D7GDLWAGAWQ5,S008,16-10-24 11:12,ITEM00658,Clothing,5,465.21,2326.05,Card,lnkkuo4j
PDMN1S3YG8VF,S019,2024-10-16T07:40:11,ITEM00445,Home,3,130.42,391.26,Transfer,hzs32d1j
SWRQLUX6LDM6,S006,10/16/2024 15:20,ITEM00345,Sports,1,461.04,461.04,Cash,gmft1pwv
I0VROB7I77DP,S009,10/16/2024 21:01,ITEM00030,Clothing,4,237.31,949.24,Card,7587h91e
L12QFAF5KCIH,S003,10/16/2024 8:54,ITEM00569,Home,1,485.19,485.19,Cash,rmqyz6y3
L7OLKY5VTMY8,S001,10/16/2024 8:04,ITEM00183,Clothing,1,194.4,194.4,Transfer,nsavocir
MXPKN3B8PFY4,S015,10/16/2024 3:00,ITEM00751,Electronics,3,218.26,654.78,Mobile,2alunqr8
JWV2QNRMTN29,S018,10/16/2024 13:57,ITEM00082,Clothing,1,152.17,152.17,Cash,m7vh30qb
QBVNPY1AJKPQ,S010,10/16/2024 23:09,ITEM00115,Home,1,434.08,434.08,Cash,togtefr6
I340SQCNF9W5,S013,2024-10-16T18:39:51,ITEM00081,Home,4,344.81,1379.24,Transfer,pa8jx54p
9WT2YBUH7JYG;S017;10/16/2024 01:39AM;ITEM00932;Clothing;2;285.88;571.76;Transfer;joaoejv9,,,,,,,,,
ZHW0VQPVTRUM,S011,16-10-24 12:36,ITEM00156,Toys,2,113.19,226.38,Mobile,hzyjb48w
0TK1QQFVWUO1,S010,10/16/2024 08:15PM,ITEM00241,Toys,3,42.46,127.38,Card,n8eohdk5
MH6K1WXYWWST,S008,10/16/2024 14:42,ITEM00476,Home,4,275.49,1101.96,Mobile,f5oa31xy
9OWWEW9V08LI,S019,10/16/2024 22:46,ITEM00094,Home,5,326.9,1634.5,Cash,05xt54fn
ZHECBUQYPIGQ,S004,16-10-24 21:59,ITEM00894,Clothing,2,236.61,473.22,Card,q8aby595
5TZV9ZP3C330,S002,10/16/2024 13:13,ITEM00950,Groceries,4,478.83,1915.32,Mobile,pefj31eg
IRJLYQZ11MYL,S015,10/16/2024 9:23,ITEM00609,Electronics,3,71.83,215.49,Card,fkhnnk8f
YF2EV4JI4UFA,S012,10/16/2024 06:31PM,ITEM00530,Toys,4,356.83,1427.32,Mobile,wgmf4ln5
RRNYCIHFV0EH,S016,10/16/2024 16:43,ITEM00654,Electronics,2,435.52,871.04,Card,0nbw8sj8
8CUIJ0YXIYQB,S020,10/16/2024 9:40,ITEM00094,Sports,5,436.44,2182.2,Card,076ekhi1
2LWHEDHTHRUU,S004,16-10-24 16:06,ITEM00200,Groceries,1,268.93,268.93,Mobile,9jojwlrk
IJULP98RL9QF,S003,10/16/2024 03:43PM,ITEM00097,Toys,3,433.76,1301.28,Transfer,wtg21hsl
7HYLGOGFXLSR,S020,16-10-24 15:10,ITEM00276,Clothing,1,342.69,342.69,Transfer,q4kfmm0q
A7BOXFQJ3HXJ,S012,10/16/2024 0:51,ITEM00810,Toys,4,381.58,1526.32,Transfer,u02wpjcf
8BXY6RKVNDXJ,S012,10/16/2024 15:57,ITEM00114,Toys,5,235.47,1177.35,Card,5c9035vu
U1JTKA1C2ZL4,S015,10/16/2024 7:49,ITEM00480,Clothing,4,123.37,493.48,Mobile,nh8jv7fx
3C9NU985LTKM,S003,10/16/2024 2:45,ITEM00998,Groceries,4,399.25,1597,Cash,t24d7v91
Q69FLGUQ2086,S013,10/16/2024 20:55,ITEM00639,Toys,4,409.06,1636.24,Cash,alf4v1tx
6ZUGFLDT8BEM,S003,10/16/2024 11:55,ITEM00951,Clothing,5,462.75,2313.75,Card,hf9i71a5
NP00NQOHN3DG,S019,10/16/2024 18:48,ITEM00775,Clothing,1,417.24,417.24,Cash,70m9ohds
QA2O4M84P4K9,S003,10/16/2024 11:40PM,ITEM00400,Toys,5,56.88,284.4,Cash,8jxlfiue
C25XNOFG7803,S006,10/16/2024 13:17,ITEM00113,Clothing,4,381.38,1525.52,Cash,rlw6jl2l
FOT10GDMIPC8,S015,10/16/2024 15:06,ITEM00550,Toys,1,367.74,367.74,Card,43ar6jlt
04HHE7ICDO5D,S008,10/16/2024 9:07,ITEM00676,Home,1,239.42,239.42,Transfer,zqvs9j6l
7B6NBHGFB2FL,S019,10/16/2024 17:30,ITEM00353,Clothing,2,290.1,580.2,Mobile,qhwtek17
3RTXYMSCNX8E,S008,16-10-24 16:39,ITEM00124,Groceries,2,128.39,256.78,Transfer,emqt788g
4HA0MVF4S2NI,S017,10/16/2024 6:04,ITEM00103,Sports,5,98.24,491.2,Card,w4i7zt8p
8K686QE7AJUL,S020,2024-10-16T21:37:34,ITEM00061,Toys,1,479.57,479.57,Card,f3138i2x
MI8FO0VYHFJL,S004,10/16/2024 18:57,ITEM00106,Sports,2,125.04,250.08,Mobile,ip3tvf51
B4JWPGZ5RKSD,S020,10/16/2024 21:48,ITEM00248,Sports,3,474.79,1424.37,Mobile,48pw5k0j
YJMAZRVHPJ93,S016,10/16/2024 08:24PM,ITEM00580,Toys,5,165.09,825.45,Mobile,bd4xdd8i
O0M24US73W1Y,S001,10/16/2024 7:51,ITEM00025,Sports,5,211.49,1057.45,Transfer,d7204j3m
2LZW1FU5X012,S006,10/16/2024 18:11,ITEM00342,Home,2,139.04,278.08,Card,ll6dowx1
3618LEU6ZU1T,S013,10/16/2024 10:31PM,ITEM00204,Electronics,4,175.95,703.8,Cash,z6x4fmme
8LI3IF9AIZH5,S015,16-10-24 23:35,ITEM00149,Electronics,3,307.1,921.3,Transfer,iaw4otuo
U6NJ2N2PN7IT,S003,10/16/2024 4:53,ITEM00848,Sports,5,200.41,1002.05,Card,2ud79ztd
ZXT9QUBWRP8G,S018,10/16/2024 16:19,ITEM00059,Home,2,360.33,720.66,Mobile,5fyczu80
1EOXLZKI2SO1,S019,10/16/2024 11:26,ITEM00995,Groceries,4,215.98,863.92,Cash,zme9wt00
94B70LDOZY2N,S016,16-10-24 05:02,ITEM00188,Electronics,5,387.09,1935.45,Transfer,mz5rgoi9
DJ5CUYDA9ALL,S019,10/16/2024 20:30,ITEM00072,Clothing,3,226.41,679.23,Card,wrt9dyfn
5GF3BBT873LK,S012,10/16/2024 6:34,ITEM00172,Electronics,4,353.48,1413.92,Mobile,gfwmqx32
IF8R2BC9R4X1,S019,16-10-24 03:35,ITEM00094,Sports,5,33.67,168.35,Transfer,6uzs1xke
PPCADUVL911Z,S017,10/16/2024 1:30,ITEM00092,Home,3,472.18,1416.54,Card,x0tbkg8b
SGNZ6D86ZCHH,S020,10/16/2024 0:34,ITEM00391,Clothing,4,369.53,1478.12,Cash,7ai33993
FIY5PU5WH50J;S001;16-10-24 15:08;ITEM00387;Home;4;23.33;93.32;Card;3rvwozqx,,,,,,,,,
6RGL7JY7OTKU,S004,10/16/2024 4:20,ITEM00907,Clothing,1,58.52,58.52,Cash,tre9qdi3
WPFVB71GHLU8,S011,10/16/2024 9:07,ITEM00359,Toys,1,121.63,121.63,Card,6cn8siwm
CITUF8CYOTWG,S011,10/16/2024 13:29,ITEM00924,Electronics,1,435.8,435.8,Card,aacnu41b
67XKWQ0YWM9Q,S005,10/16/2024 16:32,ITEM00369,Clothing,1,324.78,324.78,Card,k08njf0p
ZTIO4M7PP0PN,S012,10/16/2024 12:17,ITEM00409,Clothing,1,230.51,230.51,Card,izu802nq
LOQTQ685OHM6,S013,10/16/2024 18:50,ITEM00966,Toys,4,188.03,752.12,Cash,ynyj0ufo
LI01RV1TWBDC,S001,10/16/2024 0:18,ITEM00891,Electronics,2,76.19,152.38,Transfer,4l6hfh4n
,,,,,,,,,
688U595CEKOF,S007,10/16/2024 23:05,ITEM00729,Electronics,5,91.73,458.65,Transfer,v2a6pg4g
ALGXZJ9MJ9XX,S011,10/16/2024 20:04,ITEM00893,Groceries,5,452.24,2261.2,Cash,0an6nbyz
2OM7ZTRJ67DX,S011,10/16/2024 18:31,ITEM00024,Clothing,5,426.96,2134.8,Cash,igcuidc0
WFW5Q52DEZH0,S003,10/16/2024 6:45,ITEM00975,Electronics,3,435.21,1305.63,Cash,pyhznwg3
