transaction_id,store_id,timestamp,item_id,item_category,quantity,unit_price,revenue,payment_method
Q9NNDIOMYI4O,S005,2025-06-12 18:44:39,ITEM00645,Home,3,486.06,1458.18,Card
DEYLUI85QS6Y,S005,2025-06-12 07:52:49,ITEM00583,Sports,1,498.62,498.62,Mobile
C3PJGXJ8ECCU,S010,06/12/2025 09:24PM,ITEM00157,Electronics,5,390.12,1950.60,Transfer
0OGLYUZHYACG,S017,2025-06-12 07:55:49,ITEM00894,Electronics,3,394.80,1184.40,Cash
D1Y650OPM0OG,S014,2025-06-12 02:37:32,ITEM00492,Toys,1,473.38,473.38,Transfer
L6P43S87SOLH,S005,12-06-25 00:51,ITEM00932,Toys,5,322.14,1610.70,Mobile
Z1I2TK6P9HBS,S018,2025-06-12 10:47:09,ITEM00866,Sports,4,202.77,811.08,Cash
N17LG3UA59G9,S006,2025-06-12 11:48:45,ITEM00295,Home,1,470.08,470.08,Card
P7QUR585WUJF,S005,2025-06-12 01:05:09,ITEM00729,Toys,1,475.46,475.46,Transfer
CSI6EUQP2X5R,S019,12-06-25 19:59,ITEM00413,Electronics,1,253.48,253.48,Transfer
UXZVFCU8N3NA,S016,2025-06-12 19:23:38,ITEM00840,Groceries,4,100.49,401.96,Card
XUOV165HJAEI,S010,2025-06-12 18:54:14,ITEM00482,Electronics,3,404.13,1212.39,Card
IMK86TKOV8MW,S016,06/12/2025 02:21AM,ITEM00073,Home,2,26.14,52.28,Cash
LQ145GNDPVSA,S016,2025-06-12 23:29:29,ITEM00722,Home,3,103.17,309.51,Cash
MAYNQPOU0139,S015,2025-06-12 09:47:56,ITEM00189,Home,1,254.01,254.01,Mobile
ATJQB4D2IDC3,S009,06/12/2025 01:13AM,ITEM00045,Toys,2,29.35,58.70,Card
H5IQUITISNIC,S004,2025/06/12 05:35:07,ITEM00510,Sports,2,81.03,162.06,Mobile
96696JA5TXW7,S017,06/12/2025 12:20AM,ITEM00015,Sports,4,266.72,1066.88,Mobile
BHIDRA48KEQE,S005,2025-06-12 23:16:31,ITEM00987,Home,2,305.05,610.10,Mobile
F4YAJSQ5MY51,S017,06/12/2025 03:27PM,ITEM00442,Sports,2,157.98,315.96,Mobile
F22HDZ0RAAYQ,S014,2025-06-12 13:24:47,ITEM00442,Sports,1,226.22,226.22,Transfer
DQOJMUBD154C,S009,2025-06-12 12:10:18,ITEM00056,Electronics,2,373.10,746.20,Card
FXVKS20EGYSI,S010,2025/06/12 00:07:48,ITEM00788,Electronics,5,152.45,762.25,Cash
V7GP3V0TCKC7,S011,06/12/2025 12:37PM,ITEM00719,Toys,3,139.08,417.24,Card
GDUQ6ID8XYO6,S003,06/12/2025 11:57AM,ITEM00283,Groceries,3,192.03,576.09,Transfer
CVKNGU9T4R1Y,S007,2025-06-12T01:32:20,ITEM00965,Sports,5,54.14,270.70,Cash
Q69POZQCR64V,S009,2025-06-12T23:22:27,ITEM00064,Home,4,370.52,1482.08,Mobile
PIJN43G48DFF,S017,06/12/2025 09:19PM,ITEM00367,Sports,1,128.64,128.64,Transfer
BQDQN972FORC,S002,2025-06-12 14:36:01,ITEM00740,Groceries,5,104.04,520.20,Mobile
P1WW0AUSQAA9,S008,2025-06-12 07:19:59,ITEM00298,Groceries,3,125.66,376.98,Cash
77YLA83GULNU,S011,06/12/2025 07:28AM,ITEM00555,Groceries,5,493.73,2468.65,Transfer
UIRYCGFTC45Y,S019,2025/06/12 09:27:38,ITEM00798,Sports,5,184.77,923.85,Mobile
XYEAYFROPI6E,S003,2025-06-12 01:02:19,ITEM00253,Home,1,367.53,367.53,Cash
5DP4SE5T42PE,S010,06/12/2025 07:12AM,ITEM00437,Groceries,4,41.44,165.76,Transfer
7UMENIA4138R,S004,2025/06/12 20:11:15,ITEM00963,Groceries,4,347.63,1390.52,Card
YZOX30PAJPP1,S009,2025-06-12 22:50:24,ITEM00129,Groceries,3,23.96,71.88,Mobile
ZRDY3IKUTCSF,S005,2025-06-12 10:59:41,ITEM00055,Sports,3,262.95,788.85,Cash
V37UOVM7VSP0,S013,2025-06-12 00:36:22,ITEM00531,Toys,5,42.82,214.10,Cash
904EPXTK87G3,S009,2025-06-12 08:42:39,ITEM00943,Groceries,5,9.72,48.60,Transfer
INONMTR149ON,S013,12-06-25 16:55,ITEM00523,Sports,3,413.63,1240.89,Mobile
4W2HFH1UKDX0,S008,2025-06-12T23:10:00,ITEM00679,Electronics,4,25.38,101.52,Cash
QGA10JHSM6AG,S019,2025-06-12 18:37:54,ITEM00890,Groceries,1,482.49,482.49,Mobile
RFSQWXSICKYV,S008,2025-06-12 22:02:39,ITEM00744,Clothing,4,99.32,397.28,Cash
XX4TC4BIBB3I,S016,2025-06-12T03:11:17,ITEM00838,Home,3,68.39,205.17,Card
Q2SMJ1EN1RQQ,S001,2025-06-12 04:52:54,ITEM00439,Electronics,2,495.27,990.54,Card
1L5Y8QST5JJ6,S006,2025-06-12 07:52:30,ITEM00529,Electronics,2,321.40,642.80,Cash
8OSG3RJM7VUQ,S014,2025/06/12 07:43:20,ITEM00530,Toys,4,175.73,702.92,Transfer
6TB7RSFAJ68G,S008,2025-06-12 08:53:26,ITEM00167,Toys,5,112.61,563.05,Cash
QR17IKGLHVTL;S013;06/12/2025 06:15PM;ITEM00557;Groceries;1;446.3;446.3;Cash
Q510B05XIEV6,S018,2025-06-12 09:43:20,ITEM00977,Electronics,2,14.88,29.76,Card
W5POLSJVECLJ,S014,2025-06-12 08:34:04,ITEM00746,Electronics,3,44.46,133.38,Transfer
NMF9GXPGY6CU,S015,2025-06-12 15:41:27,ITEM00986,Sports,4,189.93,759.72,Card
ROHG3HH0XIPR,S007,2025-06-12 17:05:34,ITEM00583,Electronics,4,252.37,1009.48,Card
HZC1HTGNLE7X,S015,12-06-25 20:09,ITEM00198,Home,5,88.79,443.95,Cash
GU7VLDQRHZGZ,S014,12-06-25 22:38,ITEM00998,Electronics,3,400.05,1200.15,Card
I9P6MQPJUZDI,S010,2025-06-12 06:43:33,ITEM00549,Toys,4,255.11,1020.44,Cash
OMZFOPDJJISL,S009,2025-06-12 05:21:26,ITEM00790,Sports,5,226.38,1131.90,Mobile
29DXWF6H38SQ,S016,06/12/2025 07:40PM,ITEM00840,Toys,2,330.43,660.86,Card
X95P48I85QDS,S017,2025/06/12 19:05:16,ITEM00406,Toys,1,494.44,494.44,Card
Q2926RUXQJBT,S010,12-06-25 06:53,ITEM00014,Toys,-1,136.14,680.70,Cash
AXPCD6I2UUOV,S013,2025-06-12 23:08:01,ITEM00622,Clothing,5,307.18,1535.90,Card
LV0WR50K3TW4,S008,2025-06-12 22:22:06,ITEM00794,Home,2,371.66,743.32,Card
Y162N3QFUNXJ,S005,2025-06-12 04:17:30,ITEM00277,Sports,5,103.79,518.95,Transfer
2V02AVD1CD7J;S015;2025-06-12T23:33:49;ITEM00140;Groceries;5;372.66;1863.3;Transfer
9RRIH163D5VO,S019,2025-06-12 19:09:29,ITEM00782,Sports,3,342.78,1028.34,Card
PI4YC1I3N20A,S016,12-06-25 21:48,ITEM00832,Clothing,4,354.09,1416.36,Card
O6FYQ8L8BJXR,S016,2025-06-12 21:21:07,ITEM00175,Electronics,2,155.64,311.28,Card
7OSJWOES0RY6,S011,06/12/2025 05:58AM,ITEM00771,Electronics,4,62.27,249.08,Transfer
JRXO38A2MQRB,S012,06/12/2025 12:24PM,ITEM00749,Toys,5,83.24,416.20,Mobile
DEKNKOQC78RK,S013,2025-06-12 22:21:14,ITEM00237,Home,3,304.64,913.92,Mobile
XCJHWDFXPRFM,S014,2025/06/12 11:22:31,ITEM00885,Sports,4,100.73,402.92,Cash
BGN3L7RLO1VP,S015,2025/06/12 17:46:58,ITEM00414,Home,1,63.91,63.91,Card
DUSCR8VOG7FQ,S005,2025-06-12 07:28:39,ITEM00901,Home,1,442.40,442.40,Card
SDTFYT80G19S,S012,06/12/2025 01:30AM,ITEM00070,Sports,4,122.60,490.40,Card
JT8VTNZYIK4K,S014,06/12/2025 06:37AM,ITEM00737,Electronics,2,401.13,802.26,Transfer
SJUVNVLMX0HG,S005,2025/06/12 11:51:53,ITEM00431,Electronics,2,260.77,521.54,Transfer
TGNBOE0NLHG6,S007,2025-06-12 10:39:32,ITEM00623,Electronics,1,214.80,214.80,Cash
T343BZBWF5N2,S009,2025-06-12 12:13:16,ITEM00423,Electronics,4,252.30,1009.20,Transfer
16CJ1WEAWAPE,S018,2025-06-12 06:16:14,ITEM00378,Groceries,4,134.15,536.60,Mobile
UMGNOJQX4862,S020,2025/06/12 04:20:40,ITEM00917,Groceries,1,151.80,151.80,Cash
M7XKR3GOFS6W,S002,2025-06-12 16:54:16,ITEM00326,Toys,4,350.96,1403.84,Mobile
QLKJNQ2RICN9,S016,2025-06-12 07:10:25,ITEM00058,Sports,2,292.95,585.90,Cash
J9ZCPIMQHIY5,S016,06/12/2025 09:21AM,ITEM00786,Electronics,4,296.80,1187.20,Cash

08096ZL3LLYW,S001,2025-06-12 10:39:38,ITEM00792,Sports,3,30.91,92.73,Mobile
7EBMQOCAAOAV,S013,2025-06-12 16:00:20,ITEM00095,Groceries,1,139.67,139.67,Transfer
NXSF0ZGJ4BA5,S004,2025-06-12 06:10:31,ITEM00761,Electronics,3,447.93,1343.79,Card
23CEJR8VTRWQ,S010,12-06-25 19:15,ITEM00931,Toys,3,256.23,768.69,Transfer
NGKX6AWB09Y8,S017,2025-06-12 17:50:04,ITEM00096,Groceries,5,381.88,1909.40,Mobile
HTDXI6X0Q9ZM,S003,2025-06-12 02:55:07,ITEM00375,Clothing,-4,228.46,1142.30,Transfer
XE7X66S5J81G,S018,12-06-25 21:58,ITEM00348,Toys,4,183.03,732.12,Cash
0NW2XJC3PEK2,S002,12-06-25 09:43,ITEM00964,Groceries,2,77.24,154.48,Mobile
TEYCPWIVE23W,S007,2025/06/12 17:29:19,ITEM00450,Clothing,4,112.36,449.44,Mobile
MCYOB9R5UUSM,S008,2025-06-12 22:45:20,ITEM00093,Groceries,4,475.38,1901.52,Card
02XUUA5FJTDT,S008,2025-06-12 21:59:16,ITEM00637,Electronics,1,430.96,430.96,Cash
D3KTAQ2Y3FPZ,S015,2025-06-12 21:55:41,ITEM00107,Home,2,332.45,664.90,Mobile
BJU3DFDIZVLO,S014,2025-06-12 02:34:18,ITEM00511,Electronics,3,368.56,1105.68,Card
FFKLXB0IP8MC,S017,2025/06/12 23:26:07,ITEM00757,Home,4,299.52,1198.08,Cash
W5G4620BQ0WW,S019,2025-06-12 13:38:12,ITEM00363,Electronics,1,178.03,178.03,Mobile
ZBMKLDS98B8N,S005,2025-06-12T15:29:27,ITEM00770,Clothing,2,287.14,574.28,Card
I0UI02KLOT81,S015,2025-06-12 05:13:43,ITEM00444,Electronics,3,174.08,522.24,Cash
A2E3C88DZLLD,S012,06/12/2025 06:23PM,ITEM00141,Groceries,3,40.53,121.59,Card
NB7E47ZYNMXC,S008,2025/06/12 15:10:28,ITEM00419,Electronics,5,383.54,1917.70,Cash
4E4NYDJJBLP2,S009,2025/06/12 17:39:36,ITEM00467,Home,1,456.07,456.07,Mobile
Q0MS3CTDG7V3,S007,2025-06-12 14:11:24,ITEM00343,Electronics,4,203.57,814.28,Cash
K3O7DCAIMFWD,S011,2025-06-12T00:29:30,ITEM00270,Toys,1,237.38,237.38,Card
I0QD97D5VH6N,S007,2025-06-12 08:14:03,ITEM01000,Clothing,1,119.17,119.17,Mobile
4GUUX1GMF9L3,S008,2025-06-12 17:34:46,ITEM00828,Electronics,3,19.69,59.07,Cash
G6DCAG4KF3Z1,S012,06/12/2025 03:50PM,ITEM00296,Toys,2,$432.95,$865.9,Transfer
WXNJZHGBSGLS,S016,2025/06/12 19:11:52,ITEM00660,Sports,1,396.73,396.73,Cash
YKGLPCM4GC5T,S010,2025-06-12 06:00:20,ITEM00478,Clothing,1,339.86,339.86,Card
8M8XYEF9SH1V,S009,2025/06/12 14:19:56,ITEM00061,Sports,1,76.05,76.05,Mobile
3U2AGD6ZNZ0A,S006,2025-06-12 01:13:52,ITEM00902,Electronics,2,175.99,351.98,Mobile
01533PK27EWN,S002,2025-06-12 15:56:12,ITEM00503,Clothing,5,181.25,906.25,Cash
P3U2CF0JH0N2,S009,2025-06-12 03:42:28,ITEM00488,Sports,3,27.87,83.61,Transfer
ZA2078TXBMOG,S005,12-06-25 19:30,ITEM00832,Home,1,412.01,412.01,Mobile
SZ2FMDFHECIA,S002,12-06-25 11:16,ITEM00395,Sports,1,195.02,195.02,Cash
8ERU66CMN0Z5,S002,2025/06/12 06:08:40,ITEM00126,Sports,4,348.73,1394.92,Transfer
6TTZ5QKJ217R,S015,2025-06-12 20:14:05,ITEM00173,Toys,2,428.99,857.98,Transfer
SIAGWSFHB3VQ,S005,2025-06-12 04:08:56,ITEM00771,Groceries,2,354.17,708.34,Mobile
RUCEUBMV1OIT,S007,2025-06-12 07:33:46,ITEM00385,Clothing,3,258.29,774.87,Card
46AW8FW8OWLA,S020,2025-06-12 13:03:50,ITEM00665,Home,2,447.41,894.82,Cash
4OUI7J7GTFAV,S009,2025-06-12 03:12:18,ITEM00894,Clothing,1,113.18,113.18,Mobile
VRMVE2BDRCC0,S001,2025-06-12T19:30:12,ITEM00954,Groceries,5,49.79,248.95,Card
BWNHJAJKGJRP,S010,2025-06-12 10:28:21,ITEM00922,Toys,3,433.14,1299.42,Cash
R9QY0E0S51FI,S004,2025-06-12 18:19:52,ITEM00761,Home,2,366.76,733.52,Cash
N4HPTWBG51KC,S020,06/12/2025 04:13PM,ITEM00266,Clothing,2,196.97,393.94,Card
IDMTBVXYTDYG,S020,12-06-25 18:51,ITEM00595,Groceries,5,128.13,640.65,Cash
4TSKNU9XH0DL,S019,06/12/2025 05:06PM,ITEM00815,Clothing,5,164.95,824.75,Card
27OYAF9JSC17,S005,06/12/2025 12:19AM,ITEM00531,Toys,1,466.07,466.07,Card
ETJ6UBRW9BTO,S012,2025-06-12 20:59:53,ITEM00971,Home,1,120.08,120.08,Cash
LLLQXY87O0XW,S004,2025/06/12 20:46:41,ITEM00301,Sports,4,59.57,238.28,Card
JS7HAY14ZQ2L,S011,2025-06-12 06:57:31,ITEM00317,Home,2,144.08,288.16,Card
AHEGXNEJ7ZRL,S013,06/12/2025 02:18PM,ITEM00976,Toys,5,380.30,1901.50,Card
OYNYPB8AKZ0G,S019,2025-06-12 06:58:30,ITEM00405,Sports,3,85.91,257.73,Mobile
REBLLJHRWRIE,S010,2025-06-12 00:21:51,ITEM00086,Home,2,314.08,628.16,Card
H4BTZ82P4UC3,S017,2025-06-12T19:26:00,ITEM00847,Toys,1,399.16,399.16,Transfer
ZLGQ5V3VAA39,S006,2025-06-12 21:30:17,ITEM00821,Home,4,54.72,218.88,Card
DG2AKKTGM4SO,S016,2025-06-12 05:33:50,ITEM00207,Clothing,3,4.36,13.08,Cash
TH3ZWCHFKF5U,S007,2025-06-12 03:31:20,ITEM00242,Sports,3,32.69,98.07,Card
068CMISFSZ42,S007,2025-06-12 02:40:20,ITEM00264,Clothing,5,424.21,2121.05,Mobile
VHG2QMVMA42F,S019,2025-06-12 10:49:52,ITEM00759,Electronics,1,303.62,303.62,Transfer
ZXUKQRUPBE1U,S018,2025-06-12 14:59:59,ITEM00857,Electronics,3,133.18,399.54,Mobile
WNBT2029F2GU,S010,2025-06-12 02:39:19,ITEM00789,Sports,1,43.83,43.83,Card
ZN1EDHEGJZ1O,S005,2025-06-12 04:56:50,ITEM00601,Groceries,1,350.12,350.12,Card
60FWR2FPMT4Q,S010,06/12/2025 08:30AM,ITEM00346,Clothing,4,285.97,1143.88,Card
ZTI50RE5T09O,S005,2025/06/12 04:23:54,ITEM00486,Home,4,171.34,685.36,Mobile
IAJ4MF9VSUQL,S012,2025-06-12 21:48:49,ITEM00173,Toys,2,405.74,811.48,Cash
SUIEK3R3UDRL,S007,2025-06-12 10:36:33,ITEM00485,Home,2,394.31,788.62,Mobile
FRDIACNIQ92I,S005,06/12/2025 08:17PM,ITEM00141,Home,1,292.27,292.27,Mobile
2BK26BO389GK,S009,2025-06-12T22:00:16,ITEM00233,Groceries,4,323.24,1292.96,Card
SYU2W5H5RJ74,S020,2025-06-12 17:39:35,ITEM00529,Clothing,1,391.92,391.92,Mobile
RP91WVJW0XIH,S014,2025-06-12 05:06:36,ITEM00441,Toys,4,55.97,223.88,Mobile
UB8Z0LS9OHCW,S016,2025-06-12 16:07:46,ITEM00263,Sports,3,184.81,554.43,Cash
F613CHZINKNM,S010,2025-06-12 09:21:49,ITEM00005,Home,4,105.80,423.20,Cash
952LVFKBWD9T,S016,2025-06-12 05:37:29,ITEM00684,Clothing,5,366.90,1834.50,Cash
LDIZV5PGHCEF,S018,06/12/2025 05:48AM,ITEM00776,Groceries,4,$216.46,$865.84,Card
ORTUEVZIF29D,S009,06/12/2025 04:24AM,ITEM00642,Toys,2,288.76,577.52,Card
RTIWD2UYGW9A,S006,2025-06-12 02:44:58,ITEM00726,Toys,5,168.15,840.75,Mobile
WGU8JEYQD8LE,S012,2025-06-12 17:51:15,ITEM00292,Groceries,5,498.38,2491.90,Cash
LORLXP7O350R,S019,2025-06-12 04:08:35,ITEM00239,Groceries,2,1.05,2.10,Cash
NYRO55CVY5XN,S008,2025-06-12 17:48:49,ITEM00035,Sports,5,108.12,540.60,Transfer
VI3EYGZ8S0LJ,S016,2025/06/12 20:43:18,ITEM00412,Electronics,1,157.07,157.07,Transfer
943ENIEOEUYD,S008,12-06-25 17:20,ITEM00107,Home,3,439.01,1317.03,Transfer
JSG49LPY2X0J,S015,2025/06/12 06:32:02,ITEM00726,Home,5,123.92,619.60,Transfer
P84ONA0XSB6H,S013,2025-06-12 12:01:33,ITEM00875,Groceries,4,291.83,1167.32,Transfer
JSDO1VM16MOO,S007,06/12/2025 01:38AM,ITEM00566,Electronics,3,281.63,844.89,Card
JOZO6Z9BT81B,S015,2025-06-12 10:26:14,ITEM00444,Groceries,3,363.98,1091.94,Mobile
W2N5NORMMZ1O,S019,06/12/2025 02:18PM,ITEM00920,Electronics,1,413.74,413.74,Mobile
CHWVR19BU6JN,S018,2025-06-12 11:13:31,ITEM00408,Sports,1,320.58,320.58,Cash
T1AOLDSAZD89,S008,2025/06/12 23:31:18,ITEM00377,Sports,2,489.73,979.46,Card
GILCWRGJGYCC,S007,2025/06/12 22:47:39,ITEM00473,Electronics,1,316.37,316.37,Card
9DH7WY1U6XWH,S010,12-06-25 22:45,ITEM00355,Clothing,3,251.41,754.23,Card
VK5IK75UZCQJ,S015,12-06-25 22:33,ITEM00677,Clothing,4,139.66,558.64,Cash
6M8U60KSCAOM,S013,2025-06-12 06:46:47,ITEM00925,Electronics,5,298.76,1493.80,Transfer
SI0EDOIJH9DU,S014,2025/06/12 15:29:45,ITEM00044,Electronics,4,348.58,1394.32,Transfer
882AOSJ2RE7X,S018,2025-06-12 08:42:20,ITEM00835,Toys,1,54.27,54.27,Mobile
4XWYC7FC4NKS,S020,06/12/2025 06:09AM,ITEM00843,Electronics,4,416.78,1667.12,Card
FV3BVNABHCME,S019,2025-06-12 07:18:42,ITEM00032,Clothing,4,410.22,1640.88,Mobile
AJKMHO28COQ3,S008,2025-06-12 07:46:03,ITEM00413,Home,3,357.22,1071.66,Transfer
WYMA3BQD505Q,S009,2025-06-12 03:38:39,ITEM00836,Groceries,3,281.59,844.77,Mobile
EJN3G2X8XC31,S004,2025-06-12 01:27:21,ITEM00516,Clothing,4,406.38,1625.52,Transfer
DE0ZKKSSC8VK,S015,06/12/2025 10:43AM,ITEM00276,Groceries,3,403.68,1211.04,Transfer
AJQQPEC65CE7,S013,2025-06-12 18:17:14,ITEM00572,Electronics,4,368.01,1472.04,Card
W2FB7IYK3LUA,S004,2025-06-12 07:31:32,ITEM00316,Groceries,4,353.45,1413.80,Transfer
Q5ZJ74F4BU7C,S002,2025-06-12 21:58:55,ITEM00118,Toys,3,284.16,852.48,Transfer
Z05H5R7Y3GV6,S009,2025-06-12 00:34:39,ITEM00114,Home,2,365.59,731.18,Cash
C9KOQ61OFA5P,S015,2025/06/12 02:42:21,ITEM00377,Sports,1,156.46,156.46,Transfer
ENKRTAEA3RZZ,S014,2025-06-12 05:45:26,ITEM00109,Electronics,3,351.24,1053.72,Card
Q45CEQR8F1MH,S007,2025-06-12 06:27:18,ITEM00605,Clothing,2,438.63,877.26,Card
CKNY2UGHNNXA,S019,12-06-25 18:30,ITEM00247,Toys,4,255.71,1022.84,Mobile
TCG3NCGURRDO,S006,06/12/2025 07:46AM,ITEM00838,Home,5,435.93,2179.65,Transfer
CPZHOB6B6M76,S012,12-06-25 09:38,ITEM00360,Clothing,4,67.67,270.68,Card
YPL6WQHQKMYS,S002,2025-06-12 12:46:35,ITEM00983,Sports,5,329.11,1645.55,Card
4QRE192WK44J,S012,2025-06-12 17:00:15,ITEM00912,Groceries,1,188.88,188.88,Cash
O94CTKQOK8YB,S005,2025-06-12 02:03:09,ITEM00338,Clothing,2,170.94,341.88,Card
QOYUZRUWHSQQ,S012,06/12/2025 05:13PM,ITEM00995,Groceries,1,146.20,146.20,Transfer
WU6L0KZB1KB3,S006,2025-06-12 00:45:30,ITEM00745,Home,4,368.11,1472.44,Cash
8Y55U136KSRL,S017,2025-06-12T06:01:32,ITEM00632,Home,4,14.46,57.84,Mobile
BGUOOY847UD1,S010,2025-06-12 01:05:23,ITEM00307,Electronics,1,331.59,331.59,Cash
JOJD42YMBWKZ,S011,2025-06-12 14:07:38,ITEM00168,Sports,4,315.20,1260.80,Mobile
XH840D0AVSKU,S012,06/12/2025 07:48AM,ITEM00250,Electronics,4,131.95,527.80,Card
F8HVT9MB508P,S012,2025-06-12 05:08:31,ITEM00866,Clothing,2,69.35,138.70,Mobile
PYWYDG30C3RB,S009,2025-06-12 05:22:56,ITEM00367,Groceries,4,253.87,1015.48,Card
Z1CJOSYYPC4C,S009,12-06-25 03:33,ITEM00520,Sports,5,65.84,329.20,Mobile
I3SC6BHQ7QA2,S001,2025-06-12T19:47:04,ITEM00200,Clothing,2,149.37,298.74,Cash
D51QEEF9MKOT,S003,12-06-25 08:11,ITEM00172,Toys,5,72.63,363.15,Mobile
CL44DXVK3OLC,S005,2025-06-12 04:33:59,ITEM00460,Clothing,2,244.13,488.26,Cash
43R3SXD8WG11,S008,2025-06-12 04:27:03,ITEM00214,Groceries,3,316.35,949.05,Card
YVK2HY2G0Z8E,S015,2025-06-12 04:05:10,ITEM00049,Clothing,4,485.50,1942.00,Transfer
YAL07SZSVJ96,S016,2025-06-12 00:55:18,ITEM00780,Groceries,1,38.46,38.46,Cash
67GUN7YHUFHC,S006,2025-06-12 23:56:27,ITEM00433,Groceries,4,267.19,1068.76,Card
JP150831O18D,S020,2025-06-12 11:08:01,ITEM00976,Clothing,3,323.54,970.62,Card
6SNHDFAJ02FP,S010,2025-06-12 10:59:32,ITEM00066,Clothing,1,365.32,365.32,Cash
YT7T3AYOLW1G,S004,06/12/2025 10:11AM,ITEM00395,Electronics,1,442.63,442.63,Transfer
4H9VYH2G68NB,S020,2025-06-12 07:00:08,ITEM00250,Clothing,2,199.22,398.44,Card
ZSBXEL0LKVT5,S019,06/12/2025 01:13AM,ITEM00350,Clothing,1,421.94,421.94,Card
PJ0RQBTAN8SJ,S018,2025-06-12 22:44:26,ITEM00157,Groceries,3,167.75,503.25,Transfer
OOOB4QL08WTM,S020,2025-06-12 21:21:04,ITEM00925,Toys,4,105.96,423.84,Transfer
9V8AFNO2ROKS,S011,2025/06/12 06:54:32,ITEM00040,Home,4,423.33,1693.32,Card
WSM4FV9BRO7F,S018,06/12/2025 01:55AM,ITEM00767,Clothing,3,7.39,22.17,Mobile
4GUDIC4TRBAR,S007,12-06-25 15:36,ITEM00804,Toys,1,166.83,166.83,Card
JZ8F3U1Y90B6,S016,06/12/2025 10:01AM,ITEM00610,Home,5,126.52,632.60,Cash
U078QDFQU6BW,S015,2025-06-12 13:34:45,ITEM00658,Home,5,193.41,967.05,Mobile
F0XO8LZB2XVF,S014,2025-06-12 12:14:55,ITEM00236,Groceries,5,444.97,2224.85,Cash
MZ9FR0JTPAPS,S007,12-06-25 16:10,ITEM00359,Toys,1,97.67,97.67,Cash
URF17KVG2N67,S007,2025-06-12 02:50:29,ITEM00379,Sports,4,115.18,460.72,Transfer
FDLTPQBGA2T8,S016,2025-06-12 09:40:57,ITEM00597,Sports,4,185.32,741.28,Transfer
BGSIRFH0XF3U,S010,2025/06/12 15:50:11,ITEM00436,Groceries,1,163.41,163.41,Transfer
X9RBFYG1TJB5,S008,2025-06-12 23:00:04,ITEM00968,Clothing,3,333.45,1000.35,Transfer
SO7GQT5ZT6QV,S015,06/12/2025 03:49AM,ITEM00190,Electronics,4,240.20,960.80,Card
FF4445QYPE31,S019,2025-06-12 12:54:21,ITEM00483,Toys,4,433.93,1735.72,Transfer
I7C6K7BAWT4X,S002,2025-06-12 19:00:33,ITEM00446,Sports,5,323.33,1616.65,Cash
1HWCOJA352EP,S016,2025-06-12 06:30:46,ITEM00582,Sports,5,176.14,880.70,Mobile
N3ZOO5T1QCQ8,S012,2025-06-12 06:12:51,ITEM00072,Home,1,422.51,422.51,Cash
J5E7PUMTHQWB,S013,2025-06-12 11:25:06,ITEM00707,Groceries,3,365.50,1096.50,Card
OO7FBCJY136L,S017,2025-06-12 05:26:50,ITEM00821,Toys,1,238.94,238.94,Card
RSQW5JS32O4D,S005,12-06-25 11:24,ITEM00337,Home,1,159.87,159.87,Card
Y6OWRUJTJMYU,S019,2025-06-12 06:56:40,ITEM00051,Home,2,N/A,201.34,Transfer
2NRFBR49UX68,S009,2025-06-12T05:36:54,ITEM00633,Home,2,228.40,456.80,Card
B17ZIAFSYM1W,S018,2025-06-12 14:25:40,ITEM00349,Electronics,5,7.73,38.65,Cash
T8TMY3V737XX,S006,2025-06-12 22:34:10,ITEM00994,Sports,4,119.29,477.16,Mobile
L149V49S663J,S001,2025/06/12 01:32:29,ITEM00915,Electronics,3,85.84,257.52,Mobile
849LZFGTW7DN,S013,2025-06-12 12:04:31,ITEM00001,Electronics,1,346.57,346.57,Card
Z9NTLF91GDR9,S001,2025/06/12 11:04:46,ITEM00421,Toys,1,180.74,180.74,Mobile
BWWG2LV0CSZ8,S005,2025-06-12 04:35:12,ITEM00648,Home,5,28.68,143.40,Card
3SDWTXU00T5H,S011,2025-06-12T11:42:26,ITEM00668,Home,1,66.26,66.26,Transfer
44V4ZEIDJKEB,S018,2025-06-12 15:10:47,ITEM00953,Electronics,4,277.03,1108.12,Mobile
QW4C527DM2D1,S019,2025-06-12 22:02:57,ITEM00578,Electronics,3,290.56,871.68,Transfer
03DRK2X1RZ4K,S018,2025-06-12 12:34:44,ITEM00508,Electronics,3,260.11,780.33,Card
G6DHZCB3I4RX,S009,2025/06/12 17:04:37,ITEM00305,Toys,1,453.99,453.99,Mobile
W3RY6Y282BZE,S004,2025-06-12 13:52:57,ITEM00884,Electronics,1,404.49,404.49,Mobile
I3GFRSVJSWHH,S013,2025/06/12 05:17:35,ITEM00962,Groceries,5,412.70,2063.50,Cash
1Q8G5EY0HIUN,S008,2025-06-12 10:13:29,ITEM00242,Sports,1,314.38,314.38,Transfer
XH1BE2AYPRXP,S012,2025-06-12 13:26:04,ITEM00296,Home,4,331.95,1327.80,Mobile
BXV5VZ5GASBC,S006,2025-06-12 14:42:51,ITEM00008,Electronics,2,417.92,835.84,Cash
Y7MQ7P2IBLZ0,S001,2025-06-12 01:57:23,ITEM00903,Toys,1,398.57,398.57,Mobile
603SNF5UOBTU,S014,2025-06-12 11:05:42,ITEM00387,Clothing,5,460.98,2304.90,Transfer
NG32D0E50KG3,S015,06/12/2025 09:26PM,ITEM00370,Toys,3,495.15,1485.45,Card
