item_id,revenue,store_id,transaction_id,discount_code,customer_id,item_category,quantity,payment_method,timestamp,unit_price
ITEM00648,83.01,S010,U5XBM96BO665,,7j9ggfwj,Toys,3,Transfer,2024-12-07 07:34:43,27.67
ITEM00665,22.50,S006,RWUCTWYEG11R,,ww76cw9o,Electronics,3,Mobile,12/07/2024 10:13PM,7.50
ITEM00078,136.28,S007,BYHGMN9ZTDY6,,c5hdfub4,Sports,4,Mobile,12/07/2024 12:24AM,34.07
ITEM00758,403.86,S005,NNZHBN2F4IOF,,rbbop8i6,Home,1,Transfer,2024-12-07 10:56:53,403.86
ITEM00354,415.50,S004,JTBQ3AXQ33Z0,,q5plwqnv,Toys,5,Transfer,2024-12-07 16:36:21,83.10
ITEM00223,399.66,S020,Q0W171794AUW,,tt4lhbal,Sports,2,Mobile,07-12-24 21:15,199.83
ITEM00809,1315.83,S020,AWTAQBAO1MJM,,8hfcq33w,Sports,3,Cash,07-12-24 15:48,438.61
ITEM00528,761.91,S001,D2GNIIB1B87T,,5cfnak5c,Sports,3,Mobile,2024/12/07 19:29:18,253.97
ITEM00132,1845.48,S014,EDQZSATD9XQO,,fphxea17,Electronics,4,Transfer,2024/12/07 08:28:57,461.37
ITEM00471,1613.70,S006,J93DRI54PUGQ,,t4xrr1yu,Toys,5,Mobile,2024-12-07 12:28:50,322.74
ITEM00360,71.88,S015,09XX0BJ05MXC,,w80wiixr,Sports,4,Cash,07-12-24 23:31,17.97
ITEM00700,1077.45,S013,PZN8VZYWI2SK,,pt1dz0ox,Groceries,3,Cash,2024/12/07 04:34:36,359.15
ITEM00645,28.66,S017,7TMDSJH3HIPC,,rkzdpndt,Clothing,2,Transfer,2024-12-07 18:09:35,14.33
ITEM00173,22.54,S011,OREXFT0SAZWV,,umsffrhd,Groceries,2,Cash,2024-12-07 03:47:43,11.27
ITEM00187,783.24,S015,E146OOJJDP5J,,ovsl1ogr,Clothing,3,Transfer,2024-12-07 15:29:08,261.08
ITEM00497,124.52,S011,YFTLXBWLWM5J,,lqkixeqb,Toys,1,Mobile,2024-12-07T19:10:15,124.52
ITEM00317,198.12,S007,VTW5EJE32TE5,,p3ldjd1x,Electronics,2,Mobile,07-12-24 13:16,99.06
ITEM00138,147.16,S018,15UX5W3SX7LJ,,c59z6nsm,Toys,1,Mobile,12/07/2024 12:17AM,147.16
ITEM00651,16.20,S020,VYKR6J6AG281,,jdwoukfu,Electronics,5,Mobile,2024-12-07 05:49:28,3.24
ITEM00557,484.95,S018,3XT8S7I5LGO9,,51saia7q,Electronics,3,Cash,2024-12-07 00:17:48,161.65
ITEM00963,1731.08,S014,0W2XWB1GQC4C,,5vnxgnc4,Clothing,4,Card,12/07/2024 08:47PM,432.77
ITEM00551,2480.35,S018,CA26QEX3ZL3F,,vzou1wtx,Clothing,5,Transfer,2024-12-07 14:53:15,496.07
ITEM00664,528.66,S009,DV107M4SQ86X,,5cvm8tna,Groceries,3,Cash,12/07/2024 02:33PM,176.22
ITEM00800,1026.40,S002,JVYC2Y3VCQLX,,j47cc88r,Groceries,5,Cash,2024-12-07 06:48:43,205.28
ITEM00506,507.78,S018,STRVBB5PT28M,,93uxm2c6,Sports,3,Card,2024-12-07T00:48:19,169.26
ITEM00838,964.50,S001,X9QYXWL9615P,,amxe2nfz,Groceries,2,Cash,2024-12-07 19:55:27,482.25
ITEM00920,1177.74,S012,YA9MUB6QFY2B,,trqi6byh,Clothing,3,Transfer,12/07/2024 05:13PM,392.58
ITEM00158,1510.05,S009,8D2CZ3IXL1CA,,a2u5qh1p,Clothing,5,Card,2024-12-07 04:54:04,302.01
ITEM00991,930.90,S014,4N8MMESU75M0,,sxl9ribg,Groceries,2,Mobile,2024-12-07 13:59:59,465.45
ITEM00683,1283.60,S010,MIKWMVW9KQKE,,hhbvmdcd,Sports,4,Mobile,2024-12-07 13:32:22,320.90
ITEM00630,99.71,S010,X4NWLKGSDG5X,,zcadyp2k,Toys,1,Mobile,12/07/2024 02:47AM,99.71
ITEM00314,107.00,S020,JWAVLFDJYUJJ,,zsuzpo0z,Toys,4,Mobile,2024-12-07T07:28:54,26.75
ITEM00029,1611.12,S019,N8LYTG2OL06Q,,xepnzrc6,Home,4,Card,12/07/2024 01:19AM,402.78
ITEM00462,1882.50,S002,KMN17PLU4XOD,,2ziulgi0,Clothing,5,Cash,2024-12-07 18:03:31,376.50
ITEM00341,1793.40,S015,H3YC0KLR7193,,vsoezfdj,Electronics,5,Transfer,07-12-24 09:49,358.68
ITEM00376,65.73,S013,0BN24N3JHYAX,,cog2xr3l,Toys,1,Transfer,2024-12-07 07:34:30,65.73
ITEM00398,135.22,S010,X084DEHNSB02,,39mxfgbl,Electronics,1,Card,2024-12-07 19:30:52,135.22
ITEM00519,1204.74,S006,6BOCEIAJX6EN,,1p29xhnm,Toys,3,Cash,2024-12-07 07:08:52,401.58
ITEM00862,886.32,S016,C1U5W2K2UB5Z,,q98onukk,Clothing,3,Cash,07-12-24 07:35,295.44
ITEM00809,42.27,S013,QLLYO2S1W0XL,,fggjaoyu,Sports,3,Card,2024-12-07 21:30:30,14.09
ITEM00112,1705.76,S002,Q40I1MCY249F,,hty61jze,Clothing,4,Card,2024-12-07 05:36:23,426.44
ITEM00689,449.04,S020,F0FKAIEZADES,,xlx4uzii,Clothing,3,Transfer,2024-12-07 06:14:12,149.68
ITEM00957,1459.86,S020,E79GK0SORNC1,,n6agxbbi,Home,3,Card,2024-12-07 16:32:26,486.62
ITEM00613,113.28,S005,RGE8P4FC06HG,,z5h0gk8f,Sports,4,Mobile,2024-12-07 10:36:44,28.32
ITEM00698,594.82,S001,F984HZCS7GFM,,73bzdkcl,Electronics,2,Transfer,2024-12-07 14:00:34,297.41
ITEM00629,591.08,S014,F3NYS3UUI5XB,,h8kmhm30,Sports,2,Card,12/07/2024 05:41AM,295.54
ITEM00585,208.80,S011,SS7NW03VM1U0,,s9m6egzg,Home,2,Cash,2024-12-07 20:26:22,104.40
ITEM00390,1748.44,S008,CP3SKYKZ1GWJ,,u1uxf45x,Home,4,Cash,2024-12-07T13:21:08,437.11
ITEM00074,1228.68,S006,YN2YJW20C1N0,,xq6s2738,Clothing,3,Mobile,2024-12-07 23:47:15,409.56
ITEM00650,1008.75,S008,RIPJ44LHZAL4,,9kcx613r,Electronics,5,Transfer,2024-12-07T05:06:20,201.75
ITEM00168,287.52,S006,EVM4OI6W6N08,,jppqpxyk,Sports,3,Mobile,2024-12-07T05:57:14,95.84
ITEM00621,1256.00,S017,5B90QCBCBE98,,7d0rzxaj,Sports,4,Transfer,2024-12-07 00:20:14,314.00
ITEM00272,329.29,S014,2CGGC4KU9KVA,,cqyj8c2n,Electronics,1,Card,2024/02/30 25:61,329.29
ITEM00273,1286.35,S001,TBO1Q3XJJI7L,,7ryc2te8,Sports,5,Card,2024-12-07 20:38:12,257.27
ITEM00326,453.70,S009,P5QDHNGEOXPL,,ezrrcfpl,Home,1,Card,2024-12-07 18:09:52,453.70
ITEM00016,483.36,S014,0G7TP20PVL83,,23vd141a,Groceries,3,Card,2024-12-07 01:25:08,161.12
ITEM00885,290.10,S003,45QZ9VX4XSQ6,,2jgz3fpx,Home,5,Card,12/07/2024 12:12PM,58.02
ITEM00194,2342.45,S015,PVOPKCCM8GXE,,rrsxqsaa,Electronics,5,Mobile,07-12-24 05:24,468.49
ITEM00395,252.94,S006,BVIMZ5H0DMUB,,xaq9f3le,Electronics,2,Mobile,07-12-24 09:03,126.47
ITEM00969,119.64,S006,Y6PV194AJYW0,,6ho1p5h3,Toys,4,Mobile,12/07/2024 11:58PM,29.91
ITEM00427,68.94,S002,OO9P2MAXXM7Y,,myvsb986,Sports,3,Card,2024-12-07 19:57:59,22.98
ITEM00596,1200.57,S002,V014JPONZV1V,,06wtosvi,Electronics,3,Cash,2024-12-07 16:01:40,400.19
ITEM00204,225.51,S016,K4Z91PLAYYBG,,lqxxeglz,Sports,1,Cash,12/07/2024 12:20PM,225.51
ITEM00678,987.20,S003,68CPKP45QNH2,,kveadct1,Sports,5,Mobile,2024-12-07 11:29:10,197.44
ITEM00356,493.60,S020,DAAW2AFI63OV,,eoda5jjv,Toys,2,Transfer,2024-12-07 00:53:42,246.80
ITEM00811,725.90,S011,Y6OC8FY9Y5ED,,0a4sk2ml,Electronics,5,Card,07-12-24 09:46,145.18
ITEM00181,353.94,S020,VNSOJ9UHGV9M,,uo2kj04y,Clothing,1,Transfer,2024-12-07 02:18:28,353.94
ITEM00728,378.98,S007,XB8CLM2QLOHT,,akvxt2fh,Groceries,2,Cash,2024-12-07 23:48:31,189.49
ITEM00637,159.36,S014,26F1POASVBA8,,zenpt1h3,Toys,1,Card,2024-12-07 11:33:14,159.36
ITEM00264,314.35,S020,KKMY5TG5HJ99,,9ez29gu6,Home,1,Mobile,2024-12-07 00:49:30,314.35
ITEM00653,995.22,S002,HRQV9W2ZZS7C,,7jlgtvxj,Clothing,3,Card,12/07/2024 06:46PM,331.74
ITEM00610,254.47,S005,HRSKR6L5A2LS,,x2ppqla1,Home,1,Cash,07-12-24 01:40,254.47
ITEM00783,727.80,S009,6W6NCH4H9CGJ,,0flocj52,Electronics,3,Mobile,2024-12-07T03:04:40,242.60
ITEM00262,979.92,S001,OTCSZY0RCNJ6,,l6c3vly2,Electronics,3,Mobile,2024-12-07 02:54:49,326.64
ITEM00118,1391.04,S016,XPESW8RRLAI7,,j52t2pm3,Clothing,3,Mobile,2024-12-07 04:25:13,463.68
ITEM00370,273.72,S019,IYRNQ1M3A2V8,,lok7gbup,Groceries,3,Transfer,12/07/2024 08:59AM,91.24
ITEM00064,743.82,S020,OSZHX14A80Q1,,sl05sc51,Home,3,Card,07-12-24 05:59,247.94
ITEM00788,978.21,S002,XJA3WX6ILJ42,,kpsz6w8w,Home,3,Cash,12/07/2024 05:40AM,326.07
ITEM00126,803.52,S003,547GFPQEQQR7,,crnrd00h,Toys,4,Card,2024/12/07 12:25:45,200.88
ITEM00403,906.00,S014,U4OO1EG0XWT0,,sgq9werx,Clothing,2,Cash,2024/12/07 17:27:31,453.00
ITEM00612;1061.9;S007;BYD4DJXMVMTY;;9awkc1im;Groceries;5;Cash;2024-12-07T11:29:06;212.38
ITEM00027,719.07,S020,518ML948U3LQ,,qpyh5h2o,Toys,3,Mobile,2024-12-07 00:04:12,239.69
ITEM00346,367.95,S003,HOKM948IY00G,,q1vkvv41,Home,3,Mobile,2024-12-07 01:12:13,122.65
ITEM00885,88.40,S012,D2APXETGCJ7L,,5ws29ppp,Clothing,4,Mobile,07-12-24 14:08,22.10
ITEM00804,1474.50,S001,LLU5BO81241U,,f9kw51d3,Electronics,3,Transfer,07-12-24 13:43,491.50
ITEM00155,1435.65,S005,X2MPXTGU0SEE,,v3v4bnax,Sports,3,Card,2024-12-07 00:40:27,478.55
ITEM00335,933.66,S001,7RPP9CWNBIL8,,5sczh36h,Sports,3,Transfer,2024/12/07 00:13:23,311.22
ITEM00111,457.94,S016,RHD5E9JLWXWU,,49wxvcnc,Groceries,1,Mobile,12/07/2024 09:40PM,457.94
ITEM00775,1431.54,S014,UA4NUTHO6969,,63h0anhk,Electronics,3,Transfer,2024-12-07 18:55:36,477.18

ITEM00934,133.10,S015,J5LM9YUHZBL1,,nuwixuy3,Sports,1,Card,2024-12-07 10:31:46,133.10
ITEM00605,1375.68,S007,WYMCS3Y4N5BZ,,9sxvf123,Electronics,4,Cash,2024-12-07 22:04:03,343.92
ITEM00709,1977.95,S010,V3TGAQHCB82O,,jqt2javy,Electronics,5,Mobile,2024-12-07 18:54:33,395.59
ITEM00682,24.33,S004,CCDZZC5A8SM0,,a0kll5zn,Home,3,Cash,12/07/2024 04:55AM,8.11
ITEM00603,648.75,S005,JDF8129TC6CG,,rpd5l8f1,Home,3,Cash,2024-12-07 04:24:40,216.25
ITEM00169,1499.92,S002,7EY3EN29US74,,hzeq3mn9,Sports,4,Card,2024-12-07 00:04:01,374.98
ITEM00322,188.38,S009,TX9GSDIK6GS0,,mwa178fx,Clothing,2,Cash,12/07/2024 09:56PM,94.19
ITEM00587,398.46,S012,LQGASGK783NC,,nmtvz2gp,Groceries,2,Cash,2024/12/07 16:46:07,199.23
ITEM00177,213.42,S003,DHTF1RXGTXAF,,1xijbw4s,Toys,3,Transfer,2024/12/07 23:25:51,71.14
ITEM00315,108.48,S010,N1NZIH5KCAEH,,kqryy8nx,Clothing,2,Cash,2024-12-07 15:26:52,54.24
ITEM00606,891.78,S006,8AXP0UO7RV87,,chaqpkwq,Toys,2,Transfer,2024-12-07 12:47:56,445.89
ITEM00864,383.24,S004,US8P6WKLX2WE,,0f8nuix6,Toys,4,Cash,2024-12-07 02:24:17,95.81
ITEM00118,218.85,S019,KHO9C90WXLL5,,62er6eu6,Electronics,5,Transfer,2024-12-07 17:42:54,43.77
ITEM00457,971.82,S013,7SAOEOG4MSZK,,qtmaymyw,Electronics,3,Transfer,2024/12/07 21:08:41,323.94
ITEM00294,1059.12,S013,WKC031VGLIVH,,20etccgr,Home,4,Mobile,2024-12-07T15:34:28,264.78
ITEM00426,297.26,S017,QKP90NE6YIWD,,4ehmw5mx,Toys,2,Transfer,2024-12-07 18:55:53,148.63
ITEM00177,362.22,S009,VZRPBLXMH9CH,,dgwmqebn,Home,1,Card,2024-12-07 03:47:54,362.22
ITEM00801,327.86,S005,4RKTPFXLF5JP,,gbcp6oqn,Clothing,2,Cash,12/07/2024 06:23PM,163.93
ITEM00738,477.03,S004,5DKQBO8PNBIF,,2c0pmou6,Groceries,1,Card,2024-12-07 20:51:37,477.03
ITEM00414,1373.16,S018,SJMHJ6C6AB5G,,k8oig4e8,Sports,3,Cash,2024-12-07 20:44:35,457.72
ITEM00223,301.55,S016,R26OMPI8YH6G,,7qfuj7vl,Electronics,1,Cash,2024/12/07 01:41:57,301.55
ITEM00107,734.40,S017,RKTOC19YQ5QH,,bmyu8tn8,Electronics,2,Card,2024-12-07 18:47:04,367.20
ITEM00406,989.60,S004,BKSBXWJTVTOK,,llqixuce,Sports,4,Transfer,2024-12-07 06:09:52,247.40
ITEM00046,158.48,S010,N31LYCFVP1XN,,r5gxq5lh,Home,4,Card,2024-12-07 03:00:19,39.62
ITEM00934,239.18,S003,QG1OJL9OK165,,10ggov1c,Toys,2,Transfer,2024-12-07 21:18:16,119.59
ITEM00073,173.73,S012,MZYG8CV71E4F,,l48ornrf,Groceries,3,Mobile,2024-12-07 08:59:03,57.91
ITEM00272,52.74,S008,B3RNWYXAQAFB,,hrqg3igf,Clothing,2,Cash,07-12-24 16:28,26.37
ITEM00031,1557.15,S007,5LF30EI0IOU8,,g6d93wd6,Sports,5,Mobile,07-12-24 05:08,311.43
ITEM00191,332.73,S010,A23BT0JWI0P9,,ver2yzrg,Toys,1,Transfer,07-12-24 11:59,332.73
ITEM00800,1495.02,S013,IL1O5G5U6JDZ,,ao1kvldh,Electronics,3,Mobile,07-12-24 12:18,498.34
ITEM00159,474.72,S005,83LFUOK8CYSH,,udjo7417,Clothing,1,Cash,2024-12-07 23:58:11,474.72
ITEM00063,853.85,S014,6CN55XMW7U7V,,en9uu2y4,Sports,5,Card,2024-12-07 21:18:36,170.77
ITEM00191,369.24,S006,HY9KDPPEQ1ZJ,,ex324gsy,Sports,1,Transfer,2024-12-07 05:17:01,369.24
ITEM00306,75.50,S006,IPDLBG7T0LSH,,0l8lphyk,Home,5,Card,2024-12-07 17:15:22,15.10
ITEM00649,1926.24,S007,V886N7HMQDMJ,,ld2t8yfo,Groceries,4,Card,2024/12/07 08:51:04,481.56
ITEM00527,2366.75,S004,V0MTB77MEUUY,,0nkvdkip,Electronics,5,Mobile,12/07/2024 08:32PM,473.35
ITEM00081,920.80,S016,8DIQKNPPAJIY,,zrp1482g,Clothing,2,Mobile,2024-12-07 08:37:34,460.40
ITEM00775,2039.20,S020,V4XN1FVQFBDP,,5t5q07nj,Electronics,5,Mobile,2024-12-07 07:06:48,407.84
ITEM00925,444.44,S008,5VFNIE9LAODE,,i5enmmpv,Home,1,Cash,07-12-24 19:42,444.44
ITEM00153,136.26,S007,E71WOO0HLLSS,,rh3l7tyn,Groceries,3,Mobile,2024/12/07 04:13:09,45.42
ITEM00181,1160.80,S014,1OSSO2UFZZJR,,dqe3nhwv,Groceries,5,Mobile,2024-12-07 07:08:29,232.16
ITEM00334,606.28,S015,73PUWSXVTI2V,,euz1khlu,Sports,2,Transfer,2024-12-07 05:28:42,303.14
ITEM00379,910.86,S010,ML55UQOLF8MJ,,wq7an7p7,Clothing,2,Mobile,2024/12/07 00:49:20,455.43
ITEM00024,51.90,S004,Q85UVLYABZM3,,38k2d0jz,Toys,2,Card,2024/12/07 22:37:35,25.95
ITEM00691,257.17,S010,UFV3DZWAVMC0,,wbmnergw,Toys,1,Card,2024-12-07 16:03:49,257.17
ITEM00585,692.48,S010,ZKNTK3IH714U,,zu2ukhe2,Electronics,4,Card,2024-12-07 15:05:13,173.12
ITEM00704,993.24,S007,02BN0I97ERR5,,7zb146dz,Sports,3,Card,2024-12-07 07:25:24,331.08
ITEM00844,313.15,S004,TDNAPGFHTN9X,,f57u59y6,Electronics,1,Cash,12/07/2024 03:05AM,313.15
ITEM00255,798.16,S015,YMVL2PJCCXGK,,f3xiz8fi,Groceries,2,Mobile,2024-12-07 06:43:44,399.08
ITEM00899,935.70,S019,JABXXWNRSNIM,,nzihsq8l,Electronics,3,Cash,07-12-24 23:16,311.90
ITEM00115,811.74,S003,BGKOSUG8NMLG,,ykl4rfqc,Sports,3,Transfer,12/07/2024 12:03AM,270.58
ITEM00027,2139.40,S017,Q9YG0QLWE10W,,aj0irsc9,Clothing,5,Card,2024-12-07 08:46:41,427.88
ITEM00816,1137.45,S007,V3Q95EPQXRV1,,mqp4wg6r,Clothing,5,Card,12/07/2024 07:34AM,227.49
ITEM00918,426.79,S011,HN6MGWNOMFUG,,5cknhp41,Sports,1,Transfer,2024-12-07 21:46:55,426.79
ITEM00883,350.16,S011,PKST69PV6LR0,,ov1okmdv,Home,-4,Cash,2024/02/30 25:61,175.08
ITEM00801,9.56,S013,5PNVWB0B1YOA,,bkp1l4wf,Clothing,4,Transfer,2024-12-07 08:01:24,2.39
ITEM00980,182.16,S016,GG1IAUYKZN94,,5kqvqdye,Sports,2,Cash,2024-12-07 13:45:49,91.08
ITEM00069,415.86,S020,1UI9L69ISXUW,,im1xzftr,Toys,3,Transfer,07-12-24 22:21,138.62
ITEM00625,65.75,S014,AYCDY1Q1EKVI,,7byk9l1w,Sports,1,Cash,2024-12-07 00:55:36,65.75
ITEM00693,1800.16,S001,8C4NR1H69M0G,,35gw8lu3,Groceries,4,Transfer,2024-12-07 10:54:40,450.04
ITEM00674,325.78,S015,BNE9EBHNQQA4,,dyve13gt,Electronics,2,Mobile,2024-12-07T21:05:24,162.89
ITEM00673,516.40,S005,4L1M3TFQCOWE,,ny6vpasg,Electronics,5,Transfer,2024-12-07 15:08:27,103.28
ITEM00616,6.37,S016,ZMCE71J9ZND8,,u7xhrusz,Home,1,Card,12/07/2024 07:28AM,6.37
ITEM00899,122.13,S008,TRZRAUD2YZDZ,,hdijwpy5,Sports,1,Card,12/07/2024 05:13PM,122.13
ITEM00186,490.70,S002,RVI0R3X40G8G,,kk3ilvs5,Electronics,2,Transfer,2024/12/07 18:28:37,245.35
ITEM00282,1761.88,S017,VR2BKF59VA2W,,be2x8iwd,Electronics,4,Mobile,2024-12-07 10:43:41,440.47
ITEM00513,316.80,S017,B9640RGZXRI7,,bwmf8ywt,Clothing,3,Card,2024-12-07 04:11:41,105.60
ITEM00684,354.68,S010,D8ABFS83JQ1N,,fuez5lwd,Clothing,4,Mobile,12/07/2024 11:10PM,88.67
ITEM00685,1386.24,S019,N795UAEU4SSV,,0pmqf6br,Sports,3,Transfer,2024-12-07 09:20:30,462.08
ITEM00070,$1487.46,S012,YQMIJAJNDKJP,,fe51t2kl,,3,Transfer,2024-12-07 17:39:28,$495.82
ITEM00136,981.24,S016,RUFIVIPV8MSW,,09jfjfl1,Sports,2,Mobile,2024-12-07 17:39:15,490.62
ITEM00051,852.10,S012,YJDKEI5QFQ6V,,4ii7vxtr,Sports,2,Cash,07-12-24 07:53,426.05
ITEM00541,956.14,S008,F9T6GXNYT2GO,,21ndcs1u,Groceries,2,Transfer,2024/12/07 05:47:35,478.07
ITEM00206,2433.25,S001,YS62VJUR5UK2,,m3hkyz1q,Sports,5,Transfer,2024-12-07 14:59:27,486.65
ITEM00198,78.57,S015,7U7GF1384BAX,,kixxx1gj,Clothing,3,Card,2024-12-07 08:11:27,26.19
ITEM00857,1843.15,S004,7EE6GR37PVCF,,qfkxm9pu,Sports,5,Card,2024-12-07T20:42:47,368.63
ITEM00283,178.48,S018,3TD7URUDO4CD,,1qoe5iom,Home,1,Cash,2024-12-07 01:45:32,178.48
ITEM00094,13.23,S015,BH41M4I299IJ,,2ncn47dv,Sports,1,Transfer,07-12-24 23:15,13.23
ITEM00452,193.62,S005,G48LEFX70H1D,,b2yu7yf9,Electronics,2,Transfer,2024-12-07 13:51:32,96.81
ITEM00231,424.17,S002,6O81YRICVKMV,,f7p9jp50,Home,3,Transfer,2024-12-07 07:30:40,141.39
ITEM00438,1823.36,S002,RCKPA29MFF0G,,nvtnic48,Home,4,Card,2024-12-07 13:06:28,455.84
ITEM00095,347.61,S020,G42W6HDBM4I5,,kgamyj4q,Electronics,1,Transfer,2024-12-07 13:29:24,347.61
ITEM00383,352.17,S009,OTTSMZNMS8IJ,,u1zjmkfu,Groceries,1,Mobile,2024-12-07 23:04:13,352.17
ITEM00782,321.87,S014,T2LSVRYL36Q5,,csma48s1,Home,3,Card,2024/12/07 17:31:12,107.29
ITEM00922,561.57,S011,D8VI6FKRXXWF,,500w25xg,Electronics,3,Cash,2024-12-07 06:13:43,187.19
ITEM00162,2118.90,S004,MCHGUICYAK3J,,ccpl8n2h,Sports,5,Transfer,2024-12-07T22:38:17,423.78
ITEM00477;2231.7;S015;JCDCGBIZBQTO;;r8doufmg;Toys;5;Card;2024-12-07 21:31:11;446.34
ITEM00074,43.08,S013,AOVXPKAYBSEW,,na623br3,Groceries,1,Cash,12/07/2024 01:52PM,43.08
ITEM00580,750.80,S018,EEZUH9WL4B73,,0e26psrc,Clothing,2,Transfer,12/07/2024 02:28AM,375.40
ITEM00396,141.52,S019,KC21P4U0NUJE,,qd6r5fl4,Electronics,1,Mobile,2024-12-07 11:59:29,141.52
ITEM00478,979.25,S017,L8Z7FZ4X264J,,a5k8xeh8,Home,5,Transfer,2024-12-07 01:50:06,195.85
ITEM00537,330.07,S001,,,p03ksgsr,Toys,1,Mobile,2024-12-07 08:33:35,330.07
ITEM00625,919.38,S014,IZ6P51PUBF2V,,6wjzeo3v,Groceries,3,Cash,2024-12-07 23:41:34,306.46
ITEM00863,958.02,S017,406MQ8I3WEHG,,1f2gqn8j,Clothing,3,Mobile,2024-12-07 21:11:25,319.34
ITEM00426,194.76,S004,511KPKWXG0ZF,,m6tt9h9l,Home,3,Transfer,2024-12-07 10:55:54,64.92
ITEM00227,219.92,S005,NSFE1V0ONRNV,,eiwwcw6y,Sports,2,Cash,2024-12-07T00:11:34,109.96
ITEM00897,50.55,S004,LD7M1DNFCIJT,,muchv5nn,Sports,1,Mobile,2024-12-07 13:02:28,50.55
ITEM00142,1884.25,S005,1E2CXV3CX4KA,,mufxwt4s,Electronics,5,Mobile,2024-12-07 16:43:38,376.85
ITEM00273,934.38,S016,53PIXDI0QIV5,,zkvbn9jn,Clothing,2,Mobile,2024-12-07 02:51:15,467.19
ITEM00486,507.20,S012,H6S0OK0Y0365,,uvrm28r3,Home,2,Card,2024-12-07 19:22:49,253.60
ITEM00606,1225.80,S001,QU7TG2MYAXKE,,e14qlkh0,Groceries,3,Mobile,2024-12-07 04:06:20,408.60
ITEM00671,661.95,S002,WN79PG2IMI74,,7v4gxoh4,Home,3,Transfer,2024/12/07 22:53:42,220.65
ITEM00422,107.30,S007,3FNZRBHD3CMR,,3wedplhr,Clothing,2,Transfer,2024-12-07 13:17:00,53.65
ITEM00739,229.35,S006,CLYVMZSV662K,,v2h24p1a,Toys,1,Card,2024-12-07 12:02:38,229.35
ITEM00767,933.46,S019,PT0RKXQLLOPE,,3nvyx9t8,Home,2,Cash,2024/12/07 16:00:17,466.73
ITEM00864,827.45,S001,5KP3ID6DNWTL,,soy2z1og,Clothing,5,Cash,2024-12-07 06:11:41,165.49
ITEM00298,275.38,S015,5FXPMDZCP32S,,y8l5bqkm,Groceries,1,Transfer,12/07/2024 02:51AM,275.38
ITEM00805,1477.24,S006,QKXKP43MDHOH,,hl0qsn5q,Clothing,4,Mobile,2024-12-07 13:21:28,369.31
ITEM00881,$37.77,S020,ZNP7UYA7ZP8P,,e1jjdzcy,Sports,3,Card,2024-12-07 14:55:07,$12.59
ITEM00125,1092.70,S007,K4L2NA5TYASD,,zuxrusuh,Groceries,5,Card,2024/12/07 19:20:20,218.54
ITEM00701,476.84,S017,T5EOA48QNPAS,,eevdesis,Home,1,Card,12/07/2024 03:41PM,476.84
ITEM00803,1745.12,S016,M0RRCDW26UEL,,w8pndsep,Home,4,Transfer,07-12-24 15:32,436.28
ITEM00207,168.03,S008,HDGDLTGGD08K,,ar9owslk,Home,3,Mobile,2024-12-07 12:09:04,56.01
ITEM00502,1400.88,S011,KJFS59H9XDEL,,36mhcclx,Toys,4,Transfer,2024-12-07 18:34:20,350.22
ITEM00532,1763.05,S011,OYW7YHRJRRID,,j3anq6v0,Sports,5,Card,12/07/2024 08:40AM,352.61
ITEM00868,845.48,S016,NPFZBPRBIVHN,,56yjv601,Electronics,4,Cash,2024-12-07 16:32:05,211.37
ITEM00681,451.15,S005,H7JWI0SRY7RY,,okpm4sjs,Electronics,1,Mobile,2024-12-07 01:55:44,451.15
ITEM00617,1170.15,S003,T9MSZR0MZRD5,,c5bnz72w,Home,5,Mobile,2024/12/07 16:40:44,234.03
ITEM00150,147.36,S020,TX42681Y8O4T,,i77lx956,Electronics,3,Cash,2024-12-07 20:48:01,49.12
ITEM00073,137.02,S019,G09ND3HGUVRB,,27yfzrkl,Electronics,1,Transfer,2024/12/07 15:12:13,137.02
ITEM00124,1087.32,S009,OF1QRF87HKL1,,76wyk3x5,Home,4,Card,2024-12-07T08:15:11,271.83
ITEM00734,369.81,S015,7G9BSL7L9BGD,,520hh3fc,Home,3,Card,2024-12-07 01:09:55,123.27
ITEM00101,251.32,S005,S65O412Q4X08,,rrj1cmdr,Electronics,4,Cash,12/07/2024 11:22PM,62.83
ITEM00402,366.29,S011,RUIIJC57V3WP,,dmbp7ty2,Clothing,1,Mobile,12/07/2024 03:21AM,366.29
ITEM00761,442.82,S003,N1QY8ECV84XV,,x1raexup,Toys,2,Cash,2024-12-07 17:56:13,221.41
ITEM00349,461.22,S010,GS48A8HTS1P2,,0d1tt03v,Groceries,3,Transfer,2024/12/07 15:25:26,153.74
ITEM00880,904.53,S016,GGHUGT7SAYQN,,rynlaf0p,Home,3,Transfer,2024-12-07 19:20:38,301.51
ITEM00757,283.50,S009,EG9NJEPLI20A,,ikuxpg3j,Sports,5,Mobile,2024-12-07 11:28:33,56.70
ITEM00602,101.52,S004,T28C8CFL1ZYP,,wvx12i21,Clothing,1,Mobile,2024-12-07 22:53:59,101.52
ITEM00388,725.00,S014,S3THZOUTMEQU,,0ib3w4wi,Home,2,Card,2024-12-07 19:36:25,362.50
ITEM00059,468.76,S020,WEUSNS7VBHHK,,q9fxpt6q,Groceries,4,Mobile,12/07/2024 10:27PM,117.19
ITEM00588,1613.84,S014,TOPZZRTCVMUJ,,hnykyfjn,Groceries,4,Card,2024/12/07 18:15:16,403.46
