quantity,payment_method,revenue,item_category,unit_price,customer_id,item_id,storeid,timestamp,transaction_id
5,Card,1371.30,Electronics,274.26,qfpmgts5,ITEM00984,S008,2025-09-03 22:26:13,9IECFG4O1NLA
4,Cash,287.00,Sports,71.75,iam8nm3d,ITEM00781,S017,09/03/2025 03:58PM,OEI1BYMPTIK8
1,Card,449.60,Home,449.60,4b7mqznm,ITEM00592,S020,2025-09-03 17:23:16,C8IM2G7XKWRJ
5,Transfer,1722.15,Sports,344.43,wc735672,ITEM00288,S007,2025-09-03 20:01:21,JKWOBW6KC24G
1,Card,34.37,Sports,34.37,a8pg2gyz,ITEM00474,S002,2025-09-03 19:56:40,YWO5GYY8MIJY
5,Mobile,665.90,Toys,133.18,vfjtszgb,ITEM00559,S006,2025-09-03 02:08:30,M6Q8TNW0CJ95
2,Mobile,383.94,Groceries,191.97,b8oi9f62,ITEM00835,S017,2025-09-03 18:05:02,ML9LIOINR9ID
3,Card,409.23,Groceries,136.41,vn01yloq,ITEM00785,S016,2025-09-03T22:50:29,EJ1OLMEINSQV
4,Card,1154.04,Sports,288.51,ol14gi6t,ITEM00049,S018,2025-09-03T04:18:02,BFEYAVZJITOR
5,Card,1670.50,Electronics,334.10,3qxo2iis,ITEM00273,S018,2025-09-03 15:58:33,N9LEUGBO0FUT
5,Cash,1633.60,Clothing,326.72,mpsqhdnc,ITEM00014,S001,2025-09-03 12:19:37,ASCN372GPL9J
2,Cash,886.76,Electronics,443.38,7doou2jk,ITEM00718,S003,2025-09-03 02:00:23,MLDIZ98XL85F
3,Card,169.38,Home,56.46,ixpphozb,ITEM00446,S019,03-09-25 18:13,XH7500RD5H4T
5,Mobile,7.50,Clothing,1.50,7asok4yf,ITEM00123,S004,09/03/2025 08:50AM,MXU2OBONE0K1
3,Mobile,857.25,Toys,285.75,ne1d6zna,ITEM00008,S007,09/03/2025 11:23AM,FLZ6Y9LJWLTM
3,Transfer,1182.39,Electronics,394.13,kym1aywu,ITEM00284,S020,2025-09-03 08:37:36,VO0C182XHXOC
3,Card,1185.51,Sports,395.17,zr0bjfcv,ITEM00928,S014,2025-09-03 06:36:40,P8MFJ98INGHP
4,Cash,374.72,Toys,93.68,09so46gw,ITEM00251,S008,2025-09-03 08:17:56,7GXVWN8Q2JT1
3,Cash,1195.68,Toys,398.56,57lwpcsv,ITEM00607,S020,2025-09-03 17:13:44,PXC61HBFYA8B
1,Transfer,379.58,Home,379.58,xbgdd2gn,ITEM00225,S002,2025/09/03 07:38:51,2XYCKDHG6ZYD
1,Card,368.86,Clothing,368.86,5hpvb3j4,ITEM00620,S001,2025-09-03 17:34:59,B3YQY2945SBU
2,Card,785.62,Home,392.81,b9erotp8,ITEM00353,S009,09/03/2025 04:38PM,X6911H3MAAX4
3,Card,26.61,Clothing,8.87,sv61alw1,ITEM00812,S001,2025-09-03 19:33:10,K7JP5PEO938Z
3,Cash,160.62,Groceries,53.54,3n87mymr,ITEM00148,S001,03-09-25 02:14,L6V63ML87MJL
4,Transfer,1320.56,Toys,330.14,kowcq0b0,ITEM00911,S015,09/03/2025 04:23PM,THFRE2WQURZZ
2,Mobile,192.96,Groceries,96.48,ro7lldmk,ITEM00831,S007,09/03/2025 04:59PM,04PG6KE7GRSJ
5,Cash,2285.00,Clothing,457.00,5wlimn8v,ITEM00336,S014,09/03/2025 12:53PM,U8AGCOO4EGXC
2,Transfer,369.98,Sports,184.99,qdfkt6e6,ITEM00135,S008,09/03/2025 08:55PM,OUXEGCPLAVAJ
1,Mobile,89.11,Groceries,89.11,hq6k93im,ITEM00872,S018,2025-09-03T14:56:53,1FWSRY22DP2D
3,Transfer,689.40,Electronics,229.80,3ktla4c6,ITEM00448,S001,2025-09-03 19:11:40,PFJL7L9VKZRM
2,Card,994.32,Electronics,497.16,iyqsyg8a,ITEM00698,S001,2025-09-03 19:30:34,UF2YHIDWD179
1,Card,342.26,Groceries,342.26,xfokz8uc,ITEM00732,S001,2025-09-03 01:47:28,MJJRQDPJONOB
4,Card,822.36,Toys,205.59,qc9uuvg4,ITEM00623,S016,09/03/2025 06:38AM,GN50PKBD41RX
3,Card,997.17,Sports,332.39,lka1fszx,ITEM00434,S013,2025-09-03 01:56:42,68KAQQ2R1C7S
4,Card,728.84,Home,182.21,bcnd865t,ITEM00041,S017,2025-09-03 23:26:04,VUGUIDFJ5TP0
5,Mobile,1254.20,Home,250.84,0kn5r3dn,ITEM00310,S020,03-09-25 22:44,6UWXE4BPIBN9
1,Card,323.98,Clothing,323.98,g11vua1q,ITEM00830,S014,2025-09-03 00:32:12,02SVXPS2Q882
4,Card,66.04,Home,16.51,8fc33moe,ITEM00178,S019,2025-09-03 04:13:48,4DG9OTH0J0KV
1,Mobile,11.86,Clothing,11.86,obfttrxw,ITEM00452,S011,2025-09-03 02:33:35,0QPLSIWHVUTS
3,Transfer,453.45,Home,151.15,wyz4u38r,ITEM00770,S013,03-09-25 16:51,QVUGEJBDOR83
1,Mobile,171.80,Sports,171.80,cm1smj0l,ITEM00461,S011,09/03/2025 07:35AM,PF2RK35UEKAX
4,Cash,861.16,Clothing,215.29,r4cyjk1u,ITEM00917,S011,2025-09-03 01:35:24,Y5767EM6Z1MW
2,Mobile,555.08,Toys,277.54,m8qp06yy,ITEM00373,S006,2025-09-03T04:26:49,C14W35F2ER1Y
4,Cash,1618.44,Home,404.61,iq6vpxw1,ITEM00681,S013,03-09-25 11:47,M2LZ468WO0RW
1,Card,338.81,Clothing,338.81,plr8lyvo,ITEM00878,S001,09/03/2025 01:22PM,40GCLD8TAG30
3,Transfer,1101.51,Toys,367.17,t2t8hzcj,ITEM00533,S012,09/03/2025 12:29PM,W9G868IEYK1N
4,Mobile,403.84,Sports,100.96,amfise1j,ITEM00965,S001,09/03/2025 05:57PM,IQPVZYHYKLG2
3,Transfer,164.82,Home,54.94,k0umf7my,ITEM00348,S015,03-09-25 10:03,CCKDJXR47NOB
1,Transfer,429.54,Toys,429.54,bb2haaxn,ITEM00471,S012,09/03/2025 03:46PM,86DX2FLKDOCY
1,Transfer,209.68,Groceries,209.68,2u2gitob,ITEM00265,S014,03-09-25 10:33,G14PPWNQB9WH
2,Card,359.36,Groceries,179.68,dw5k3zjl,ITEM00423,S020,2024-13-01 00:00,G58KQ4KHQNNG
5,Mobile,46.40,Sports,9.28,z00h507q,ITEM00064,S008,2025-09-03 21:30:41,8LJKYQOM9K72
5,Transfer,1291.30,Sports,258.26,0agouddi,ITEM00387,S018,2025-09-03 20:49:00,UM8I73P4FWKY
4,Transfer,876.04,Toys,219.01,7su0ccyj,ITEM00534,S019,2025/09/03 16:05:21,J7FL3I34MR8N
5,Cash,2348.25,Toys,469.65,n3azz533,ITEM00056,S016,2025-09-03 22:14:24,OMP166WCBODL
1,Mobile,190.93,Groceries,190.93,xusas2t6,ITEM00671,S004,2025-09-03 00:01:54,30QQ4F4QMU1U
4,Card,495.72,Groceries,123.93,7zmg7ojo,ITEM00720,S016,2025-09-03T04:08:19,LK2VCFK7JOAT
5,Mobile,266.35,Toys,53.27,m1ptrkio,ITEM00870,S003,09/03/2025 02:36AM,AG2EMWEGUGDR
1,Card,444.31,Clothing,444.31,io6bqv6a,ITEM00567,S006,09/03/2025 02:38PM,F08GCLNARL8T
4,Card,1284.24,Home,321.06,1soodj70,ITEM00626,S008,2025-09-03 05:05:02,INHKJVVTKHL2
1,Mobile,399.92,Groceries,399.92,lq4lcv4m,ITEM00479,S011,2025-09-03 16:34:48,LXNF1JWGW6HQ
4,Mobile,1897.92,Clothing,474.48,3minel37,ITEM00080,S011,2025-09-03 07:11:35,BHBEX8MOCU3T
4,Card,68.52,Electronics,17.13,akmgx08i,ITEM00119,S003,2025/09/03 20:22:31,K8QKZTE4U8CD
4,Transfer,459.44,Groceries,114.86,6i2dbt1m,ITEM00769,S011,09/03/2025 01:24PM,AW2LN16SG5RT
5,Mobile,719.15,Toys,143.83,r3ba5jxb,ITEM00962,S018,2025-09-03 02:21:05,H7XH7V1WRYJF
1,Card,257.47,Toys,257.47,1lh6zk8w,ITEM00468,S013,09/03/2025 11:43PM,M0T47IBG4KP6
4,Mobile,300.04,Groceries,75.01,ugyw52cf,ITEM00889,S002,03-09-25 18:51,6DQ9OLP8MJXJ
4,Card,798.36,Home,199.59,ngcosx57,ITEM00283,S020,2025-09-03 12:28:10,TMFZIOC5L751
3,Mobile,665.58,Sports,221.86,a3prtjxh,ITEM00378,S001,2025-09-03 14:40:59,QBZA4E2QSCFV
5,Mobile,382.55,Sports,76.51,ss0k0fwl,ITEM00542,S005,2025-09-03 12:11:46,VXX4VDU0O0CX
4,Transfer,1729.60,Toys,432.40,xut3x5me,ITEM00986,S017,2025-09-03 14:30:25,H9ZAV0N0Z650
2,Mobile,358.42,Groceries,179.21,7jl2ck43,ITEM00945,S001,2025/09/03 17:09:00,KVHIJU6UTIXX
5,Mobile,1285.85,Home,257.17,v4frzve5,ITEM00672,S014,2025/09/03 02:26:26,FK9DFF23HMTX
3,Transfer,1387.89,Sports,462.63,4reljto9,ITEM00112,S007,2025-09-03 22:04:26,LCHJT9B52WP0
2,Card,489.78,Clothing,244.89,g51xspaa,ITEM00990,S007,2025-09-03 14:45:26,UW3JDYBLWSZF
4,Cash,1190.72,Groceries,297.68,1wvb0o28,ITEM00600,S017,,HJV7J3OBBWHR
5,Transfer,1229.50,Clothing,245.90,vbqg6tgy,ITEM00426,S003,2025-09-03 05:45:00,NAQORGNLHO80
1,Card,325.01,Groceries,325.01,yam9o8ke,ITEM00786,S003,2025/09/03 22:05:18,BRIRKVOL8FGZ
4,Transfer,311.92,Clothing,77.98,x3cfhf34,ITEM00310,S010,2025-09-03 15:12:17,S95110LVJZKD
5,Cash,1847.85,Home,369.57,ndqwrsqn,ITEM00678,S003,03-09-25 16:25,7AJ7BEW6MGBH
1,Cash,56.21,Home,56.21,nzoevvdp,ITEM00580,S010,2025-09-03 18:44:11,QU0LBK2Q8DP4
3,Card,674.85,Groceries,224.95,xq7a1gdf,ITEM00104,S018,09/03/2025 01:36PM,NOEPRWG5L232
5,Transfer,2000.35,Sports,400.07,894a2gk1,ITEM00632,S006,2025-09-03 19:47:37,SDPTB4DNESZR
1,Mobile,50.18,Sports,50.18,rstei2vx,ITEM00269,S003,2025-09-03 01:22:26,NREYWS2U6HHG
1,Cash,433.57,Electronics,433.57,8efio9sq,ITEM00196,S007,2025-09-03 09:13:12,IPU69EEHKTLZ
4,Cash,337.56,Toys,84.39,e3al9ub1,ITEM00959,S008,09/03/2025 07:50AM,MUBUECAZYYBV
5,Cash,472.00,Electronics,94.40,yz0ji6ip,ITEM00929,S004,03-09-25 19:24,9Y5FCJ0Z0AJX
5,Transfer,982.10,Sports,196.42,gwjshkia,ITEM00707,S007,2025-09-03 13:02:24,22SSXO8E7UOH
3,Mobile,1499.49,Home,499.83,hazapimx,ITEM00234,S003,09/03/2025 07:35AM,8QFQDTTRMH4Y
1,Cash,107.39,Electronics,107.39,pbkvp8t1,ITEM00870,S004,09/03/2025 05:53AM,05LOWZ4XODU3
4,Card,400.20,Home,100.05,n2lwqv1u,ITEM00631,S019,09/03/2025 09:42AM,BCHPI796V44J
4,Transfer,982.96,Sports,245.74,3t6u513o,ITEM00767,S015,2025-09-03T04:48:34,3UCVD6GXN9S3
5,Card,9.20,Toys,1.84,1fhhzygj,ITEM00108,S017,03-09-25 00:05,DCHWXBVU93XU
1;Card;1.99;Electronics;1.99;3sd0zk8l;ITEM00566;S007;2025-09-03 05:52:13;XVHZWV2MKD08
2,Mobile,271.68,Home,135.84,n5cntg2k,ITEM00480,S007,2025-09-03 16:45:20,5XTLYDYB9AKG
1,Mobile,263.17,Clothing,263.17,zpzp6837,ITEM00119,S005,2025-09-03 13:00:16,AS1F90GX1EXQ
3,Transfer,84.18,Home,28.06,qr0bta09,ITEM00618,S001,2025-09-03T18:57:54,XUKMU16GQJWT
5,Transfer,2006.95,Home,401.39,4f51fnj4,ITEM00291,S003,09/03/2025 10:41PM,C2UJHLJG9TB8
1,Cash,39.73,Home,39.73,w2pm9zp2,ITEM00068,S017,2025-09-03 05:23:35,HH29AFQ9H80C
3,Mobile,133.26,Toys,44.42,o8gfjrsj,ITEM00470,S012,2025-09-03 21:51:25,AY0T3QGPFRRJ
4,Card,1589.24,Sports,397.31,yh3w080k,ITEM00129,S008,2025-09-03 10:31:03,I96WTGHZG4OK
3,Cash,181.71,Clothing,60.57,hqxetsai,ITEM00957,S003,2025-09-03 12:28:54,73KIQ6MWRHWM
3,Cash,1089.87,Groceries,363.29,bsyb7u1g,ITEM00592,S005,2025-09-03 17:34:04,E3AV1SJLD7L5
2,Card,62.20,Clothing,31.10,pifguoqg,ITEM00799,S001,2025-09-03 09:10:44,Y1L5IDCJR2NA
5,Transfer,1854.75,Home,370.95,ez36ep2r,ITEM00707,S007,2025-09-03 06:20:23,OEITRQ62UGND
5,Cash,937.75,Electronics,187.55,rs1lka7k,ITEM00979,S003,03-09-25 20:04,5FPIN3OFS6E7
4,Cash,1325.24,Groceries,331.31,wavgacp7,ITEM00541,S010,03-09-25 10:43,ZCH3SFTEJAR7
4,Cash,1068.72,Toys,267.18,w1z5trqa,ITEM00803,S002,2025-09-03 05:20:56,AXJSAIML89SW
2,Cash,95.24,Electronics,47.62,qf0qz17b,ITEM00204,S006,2025/09/03 03:32:36,WOKYKF4Y3BMY
2,Transfer,23.24,Sports,11.62,cfbtusye,ITEM00084,S006,03-09-25 20:42,XPUQWHXBFEP7
2,Card,207.10,Sports,103.55,y7zjgr9w,ITEM00865,S003,2025-09-03 22:20:08,XUU5DSC27EPT
4,Cash,1054.44,Groceries,263.61,fu7uscyr,ITEM00809,S009,2025-09-03 08:57:47,7TZYS7HO6RRS
3,Cash,581.40,Home,193.80,6tiv3jp4,ITEM00576,S016,2025-09-03 19:31:33,BMPZ7B5DZH9D
2,Cash,660.30,Clothing,330.15,sivvifkm,ITEM00800,S002,2025/09/03 02:50:20,GXFY791YOBNH
4,Card,412.84,Sports,103.21,h7o910qk,ITEM00138,S002,2025/09/03 07:54:17,6LT6WBW44E8R
2,Transfer,920.88,Home,460.44,r5vbgsgl,ITEM00077,S019,2025-09-03 01:28:57,JPYI4F48ACHT
1,Mobile,431.05,Home,431.05,jl125mfo,ITEM00217,S018,03-09-25 17:03,E5CGX4XVUT7Z
2,Transfer,904.52,Home,452.26,nw782a00,ITEM00520,S001,2025-09-03 11:03:38,XPBYQ35IYILA
5,Card,63.05,Sports,12.61,dsoxe8ei,ITEM00241,S008,2025-09-03 05:47:14,5UOF57Q2N6H4
1,Mobile,265.23,Sports,265.23,d389d1f7,ITEM00668,S018,09/03/2025 01:51AM,YTMJLBQC10UV
2,Mobile,664.42,Clothing,332.21,phfocsjl,ITEM00760,S009,2025-09-03 12:56:16,451HCIPK8W9D
3,Transfer,28.56,Home,9.52,6altzon6,ITEM00283,S013,2025-09-03 14:36:13,ZX2LMX9PDKDK
4;Mobile;1028.76;Electronics;257.19;b62o7bpw;ITEM00918;S009;03-09-25 21:52;JYNZ3HZ3VNAP
1,Card,284.68,Sports,284.68,eewdimzi,ITEM00375,S012,03-09-25 19:49,EDUHJRBGNMD3
5,Cash,2259.75,Groceries,451.95,7q5d7oa8,ITEM00815,S001,09/03/2025 07:36PM,0VNUI8CXGOXE
1,Cash,134.99,Electronics,134.99,yu1ym4dw,ITEM00482,S003,09/03/2025 02:57PM,2CYE40B3ETIO
2,Mobile,542.28,Groceries,271.14,kulyv7fj,ITEM00396,S005,09/03/2025 01:57AM,44DFJPTS7ACG
4,Cash,827.04,Toys,206.76,53vi9kcc,ITEM00997,S016,2025-09-03 10:22:11,IJUML8B27P36
3,Card,969.99,Clothing,323.33,t9x1pnwy,ITEM00406,S014,09/03/2025 11:10PM,6A3C1SPE7EI7
4,Transfer,1981.96,Groceries,495.49,fmutcaba,ITEM00911,S007,2025-09-03 05:36:42,6V6A9VV31YM7
4,Transfer,916.52,Electronics,229.13,n6vztlwh,ITEM00277,S003,2025-09-03T12:32:45,O3NQYO0YIV8I
2,Card,12.20,Toys,6.10,wb23zfwk,ITEM00513,S008,2025-09-03T22:26:47,N5P8W1Z5SBGM
2,Cash,885.70,Groceries,442.85,ikd8yuyb,ITEM00076,S009,2025-09-03 13:25:36,2SZKVL8GRERS
4,Mobile,1364.64,Groceries,341.16,v7tnwe4g,ITEM00965,S007,2025-09-03 06:10:20,GZA8IYL258XX
1,Cash,155.51,Toys,155.51,ha1xti3n,ITEM00626,S005,2025-09-03T00:06:55,44ZS6PJPSL5F
2,Cash,101.88,Toys,50.94,klyo10fg,ITEM00912,S013,2025-09-03T13:18:03,20G7LAU6NDGJ
2,Transfer,334.88,Sports,167.44,07esfkoh,ITEM00466,S019,09/03/2025 03:47AM,0L935DF55O7V
5,Cash,1100.00,Toys,220.00,bprgueox,ITEM00402,S012,09/03/2025 12:01AM,TEEXRPOZBLZD
2,Mobile,378.60,Groceries,189.30,guo0a6lc,ITEM00098,S014,2025-09-03 07:33:43,HP8V3QDZQS04
4,Transfer,141.76,Groceries,35.44,vyl1ki7u,ITEM00413,S016,2025/09/03 07:05:31,2ZP8R0QQU5AW
2,Card,430.60,Electronics,215.30,qjsgy208,ITEM00295,S004,2025-09-03 10:27:41,QZ6MEPU0BUVR
1,Card,62.26,Sports,62.26,34l9n7di,ITEM00610,S007,2025-09-03 11:22:22,EXSA06FFG7IW
2,Transfer,412.56,Home,206.28,6leqraf3,ITEM00429,S004,2025-09-03 09:53:25,Q24VHVSEAZYW
2,Cash,8.56,Electronics,4.28,wlo7eigu,ITEM00113,S002,03-09-25 12:30,6N9Y7WMPEQTM
2,Transfer,975.92,Electronics,487.96,vwcm8x6w,ITEM00709,S015,2025-09-03 02:03:11,RNV27JFJ25MD
5,Mobile,683.95,Toys,136.79,qk4gt6pb,ITEM00347,S016,03-09-25 10:05,JRZFC01D2TMQ
4,Cash,1705.28,Clothing,426.32,n2dlqv2u,ITEM00850,S003,2025-09-03 23:32:44,FPPALPVTFQMO
5,Card,411.00,Toys,82.20,g73r5w50,ITEM00865,S014,2025/09/03 00:33:58,7FJ7VQ7LUJ2M
4,Card,809.56,Clothing,202.39,ig6bviy2,ITEM00104,S015,03-09-25 19:06,YFZG0XK3F45C
1,Card,214.59,Home,214.59,nmqnl0k0,ITEM00433,S020,2025-09-03 08:17:46,0NP6OVYFAA7Z
4,Mobile,512.04,Toys,128.01,g7u6prho,ITEM00674,S018,09/03/2025 06:12AM,E3YIEAASI39K
4,Transfer,1631.48,Groceries,407.87,pmicqc05,ITEM00665,S002,2025-09-03T22:48:14,KF1FFD8UYK4N
3,Cash,360.96,Groceries,120.32,x5odi18q,ITEM00149,S006,2025-09-03T12:13:05,ZHC1JJ51OYR3
2,Cash,906.00,Home,453.00,p62yw26t,ITEM00528,S008,09/03/2025 10:03PM,WSW3PJS03UYA
4,Card,849.08,Toys,212.27,9i1jc3rp,ITEM00508,S011,2025-09-03 10:14:23,LKKD3I25TLOB
2,Transfer,418.86,Home,209.43,ikhl02yu,ITEM00051,S002,09/03/2025 06:59AM,IG43YH0YWJJY
1,Cash,457.11,Toys,457.11,k1lkk7zp,ITEM00443,S012,2025-09-03 13:16:21,5AGMUFCLGCAC
3,Card,171.48,Home,57.16,vyyfwdd6,ITEM00555,S011,2025-09-03 03:49:19,UTAL4IC725H0
3,Mobile,267.45,Clothing,89.15,33oc6ws4,ITEM00292,S014,2025-09-03 20:37:51,APM5XR82WVRT
4,Cash,811.80,Electronics,202.95,yrpzc4a6,ITEM00246,S002,03-09-25 05:17,G2K5YFKBCTH0
5,Transfer,,Groceries,462.70,i9rk0lgz,ITEM00367,S017,09/03/2025 12:30PM,M1EKI0098TWR
5,Card,198.70,Toys,39.74,jaux1vkq,ITEM00114,S006,2025-09-03 10:41:21,U6BB02C16FT0
2,Cash,586.32,Clothing,293.16,u10h4w59,ITEM00642,S004,2025-09-03T04:11:03,631V0NXL8H3R
5,Card,1613.30,Toys,322.66,ydd2qso2,ITEM00316,S012,2025-09-03 08:19:40,H5FVPCN5VFA1
3,Transfer,124.56,Toys,41.52,rcyct2s5,ITEM00521,S020,2025-09-03 17:06:44,RS5XT9Q6PG3B
1,Cash,285.80,Sports,285.80,1xbh73qb,ITEM00355,S004,2025/09/03 15:57:06,H24Q9KSOD7GS
5,Transfer,853.40,Toys,170.68,twmxz433,ITEM00998,S004,09/03/2025 11:53PM,VPGOCS1DVTX5
1,Transfer,73.86,Toys,73.86,1diarci8,ITEM00015,S005,2025-09-03 06:13:38,D60K57TOYFII
3,Mobile,798.57,Electronics,266.19,yd2oiuk1,ITEM00952,S012,2025/09/03 08:32:31,D8LNJO12V788
5,Transfer,1773.70,Electronics,354.74,es1446te,ITEM00618,S003,09/03/2025 08:47PM,QD0XZQAWSZ1N
2,Mobile,424.58,Groceries,212.29,7kfzn1qf,ITEM00913,S018,09/03/2025 05:05AM,XQJIXN2387S9
1,Card,227.72,Groceries,227.72,a33xih8r,ITEM00438,S016,2025/09/03 01:09:52,QT6WZPR4ZQBI
4,Mobile,1235.24,Clothing,308.81,cs40r1s8,ITEM00292,S008,2025-09-03T07:10:45,60IHJ7HC89IY
2,Cash,229.20,Electronics,114.60,l99hd6gn,ITEM00954,S003,2025-09-03 09:37:33,TS5NBT55YOUZ
5,Cash,2390.20,Toys,478.04,aw9qkqw4,ITEM00368,S019,2025-09-03 21:40:03,9M4ZX263LYAU
1,Transfer,206.64,Groceries,206.64,g52nb6kl,ITEM00884,S014,2025-09-03 09:49:44,PIF4QOMJ502S
5,Card,538.55,Home,107.71,6yf06it7,ITEM00145,S018,2025-09-03 11:08:21,R1QWQCRFM81V
1,Cash,146.33,Groceries,146.33,usxlrnfp,ITEM00148,S003,2025-09-03 21:35:49,UI2ZC6CQ4IOY
3,Cash,1254.99,Clothing,418.33,z8g116nx,ITEM00902,S019,2025-09-03 14:07:44,Z9CLEJX0ACAM
4,Card,1755.40,Sports,438.85,owosiwue,ITEM00468,S010,2025-09-03 00:15:39,7BZJS12XU386
5,Cash,1436.85,Home,287.37,zhtuda4w,ITEM00604,S019,2025-09-03 03:18:36,IS4DL1ZJ6T9E
4,Mobile,279.80,Clothing,69.95,li311fdw,ITEM00960,S011,09/03/2025 06:57AM,W7DWTVGCHHWW
5,Transfer,1254.70,Electronics,250.94,v1y2l2ld,ITEM00218,S001,2025-09-03 18:53:47,8SUS7H8E3PHJ
4,Mobile,217.48,Electronics,54.37,hzoet3oz,ITEM00419,S011,2025-09-03 07:42:28,R363TX5VBZM2
3,Cash,1471.41,Groceries,490.47,8gcow9eo,ITEM00486,S010,09/03/2025 12:45PM,Y78YLXEP70Z1
3,Card,135.30,Electronics,45.10,q1j72wtz,ITEM00004,S005,2025-09-03 01:13:46,RL9253ZH2I5G
2,Transfer,867.82,Toys,433.91,djt3m5f9,ITEM00440,S019,2025-09-03 18:48:34,S8RI5X3JMDK6
1,Transfer,147.07,Groceries,147.07,jdt4kb3a,ITEM00488,S016,09/03/2025 11:33AM,QYNDSK8XTMPD
5,Transfer,1618.75,Toys,323.75,98itk1ni,ITEM00409,S015,2025/09/03 05:06:53,OI3X5NF10648
1,Card,288.09,Electronics,288.09,3gcnlens,ITEM00358,S013,2025-09-03 18:50:51,HH5OU5RZQTN1
5,Card,560.90,Home,112.18,ozjjbo3n,ITEM00705,S003,2025-09-03 03:10:32,TUD8QUHU4C4Y
4,Transfer,911.84,Toys,227.96,pzmm2jcy,ITEM00767,S002,2025/09/03 01:28:22,54WBT8CL2VF4
2,Cash,357.82,Electronics,178.91,kfzylxwh,ITEM00192,S014,2025-09-03 05:37:13,KGQEN9N8QZAT
4,Cash,486.20,Sports,121.55,7geo9mrl,ITEM00935,S017,03-09-25 01:02,OHPL1XM502LF
5,Mobile,289.65,Home,57.93,qdns3916,ITEM00675,S015,2025-09-03 02:02:09,E5RZF6JGOI8A
4,Cash,7.16,Home,1.79,1zgutdnp,ITEM00303,S007,2025-09-03 10:10:55,EEDO4SYBL88E
3,Mobile,1380.45,Home,460.15,5szjnktp,ITEM00253,S013,09/03/2025 08:07PM,I4RXLANK09E4
3,Card,189.42,Clothing,63.14,z4eny9oj,ITEM00845,S012,2025-09-03 00:17:41,STSE0D1BLZHZ
2,Mobile,17.96,Groceries,8.98,pvwctinz,ITEM00426,S018,09/03/2025 12:20PM,3O98OFY1DP05

2,Transfer,160.76,Sports,80.38,zndohjyt,ITEM00441,S001,09/03/2025 09:53AM,35R0HT2R32NL
1,Card,312.21,Electronics,312.21,8r9d0maw,ITEM00659,S010,2025-09-03 05:04:37,MQZAHCTRH7PU
3,Card,1164.78,Electronics,388.26,6zh2lj6e,ITEM00907,S009,2025-09-03 09:02:05,EK44EGNPC9VM
5,Cash,2210.50,Sports,442.10,vuysthz8,ITEM00043,S007,2025-09-03 01:26:18,L8OZ434OMFF2
4,Cash,1764.96,Toys,441.24,c53ye5ob,ITEM00603,S016,2025-09-03 00:56:21,7W1FI001UUFZ

5,Mobile,2293.00,Sports,458.60,3p7jwmkh,ITEM00708,S019,2025/09/03 12:43:59,LSZTN4446Z0B
1,Card,494.25,Home,494.25,3h4grct7,ITEM00329,S002,03-09-25 06:56,E7RUGUTOO05T
1,Transfer,300.63,Sports,300.63,q58951ut,ITEM00269,S019,2025/09/03 08:42:23,QSOHLYBBSHML
2,Card,860.54,Electronics,430.27,f2qvj4ud,ITEM00425,S013,2025-09-03 01:17:46,OEAXMRFEL8FU
3,Card,1330.74,Toys,443.58,6kyym5nx,ITEM00069,S014,2025-09-03T02:44:36,UUMOVBHRGTL1
5,Transfer,997.45,Home,199.49,vdc6wb5u,ITEM00037,S002,2025-09-03 23:28:04,LSJ60ER3KJY0
3,Card,1178.64,Home,392.88,v6zsmwop,ITEM00724,S012,2025-09-03 11:25:17,HDFKPFC66693
2,Mobile,502.88,Clothing,251.44,qqo1vmll,ITEM00898,S014,2025/09/03 07:04:31,WPXI2S3B5V7G
2,Mobile,817.28,Home,408.64,f416h3kj,ITEM00127,S017,2025-09-03 14:55:19,BUZZMIR5P6JW
1,Mobile,422.61,Electronics,422.61,s0i5hhae,ITEM00219,S015,2025-09-03 11:46:57,AJNQ9PCACJCM
3,Transfer,874.89,Home,291.63,fc2e0q8d,ITEM00764,S006,2025-09-03 17:42:55,Z3KIREX2Q50Q
4,Card,215.12,Toys,53.78,9j2pxl8j,ITEM00917,S001,2025-09-03 07:25:55,8B71Z3B0R0TG
5,Transfer,244.80,Electronics,48.96,ip8jp1aw,ITEM00378,S004,2025-09-03 04:56:52,P1LDW3YL0RGH
1,Card,208.99,Toys,208.99,7avsl4n1,ITEM00977,S017,2025-09-03 05:53:56,A505X7A7RYZY
5,Transfer,1627.55,Toys,325.51,ifgiwqrs,ITEM00804,S020,2025/09/03 09:59:41,AN0JXPPU86A7
3,Card,1291.56,Groceries,430.52,pdajbpqn,ITEM00685,S002,2025-09-03 06:41:36,14WQWUUJMDTW
4,Mobile,1813.04,Groceries,453.26,4nmfy5vg,ITEM00570,S001,2025-09-03 02:28:49,HVLCAAC86RPN
2,Transfer,133.18,Sports,66.59,thlq837y,ITEM00335,S008,2025-09-03 08:48:20,2QJLSDECA8ZB
3,Mobile,1391.58,Groceries,463.86,0fh28iqq,ITEM00001,S017,2025-09-03 02:41:47,9P3J2SL6SQPT
3,Mobile,129.45,Toys,43.15,fagfk3ij,ITEM00780,S002,2025-09-03 21:06:19,XFJWODRTNBJZ
4,Transfer,1890.60,Electronics,472.65,u63cymyy,ITEM00260,S010,03-09-25 15:33,NRQUXHPECJ8Q
3,Mobile,468.72,Home,156.24,lcn8gua9,ITEM00355,S018,2025-09-03 05:44:19,4EWK0SZMIT3C
