transaction_id,storeid,timestamp,item_id,item_category,quantity,unit_price,revenue,payment_method,customer_id
EB1OE4D5S7QG,S011,2025-10-18 16:30:08,ITEM00016,Groceries,4,225.16,900.64,Cash,fbitpzp4
O6NTNJYZRXC7,S012,2025-10-18T22:29:29,ITEM00875,Toys,4,250.10,1000.40,Card,mi9a7l7m
UEBRTPAQCUHT,S006,2025-10-18 11:42:21,ITEM00989,Sports,2,77.80,155.60,Cash,6afc1w6u
N92LQH9J4JN6,S006,2025/10/18 17:21:04,ITEM00365,Toys,1,440.42,440.42,Card,q1t632u1
D6C8M37XTV0R,S003,2025-10-18 07:46:56,ITEM00078,Groceries,5,370.97,1854.85,Mobile,6inoze86
EFZ3SO0OO8K2,S004,2025/10/18 06:40:01,ITEM00015,Clothing,4,70.09,280.36,Transfer,dx2bxg6k
9JPYIMICEVD6,S018,18-10-25 06:44,ITEM00975,Electronics,4,82.45,329.80,Mobile,f8lcl9a7
A6YCOQH6TXK6,S020,2025-10-18T10:58:33,ITEM00662,Toys,4,419.94,1679.76,Mobile,c1yv9f8s
BIWTJ3JOMXGY,S018,2025-10-18T08:17:42,ITEM00162,Sports,2,338.12,676.24,Transfer,6mhk4a95
318Y46KJU1FJ,S011,2025-10-18 10:39:18,ITEM00132,Toys,2,83.56,167.12,Card,uglivl70
19MPNKNPCRA0,S013,2025-10-18 21:15:35,ITEM00756,Electronics,4,159.09,636.36,Card,f1hiklav
TIZV6N0AYPI7,S011,10/18/2025 10:50PM,ITEM00864,Toys,5,330.96,1654.80,Card,tt7oixix
QAVGVKT4Z05O,S019,2025-10-18 10:06:31,ITEM00055,Sports,5,258.69,1293.45,Card,p0h6swb9
83VLJW0IE1E5,S017,2025-10-18 02:59:25,ITEM00599,Groceries,2,429.92,859.84,Mobile,5xevrhwt
XQHMQXDK65QW,S002,2025-10-18 14:32:23,ITEM00287,Clothing,1,427.37,427.37,Transfer,5s8dqvi7
57805QS5D2JY,S013,18-10-25 18:55,ITEM00340,Clothing,4,317.93,1271.72,Mobile,4r0r3bwh
D1FZ9GI2AM5O,S017,2025-10-18 09:15:48,ITEM00008,Groceries,4,321.39,1285.56,Cash,h4qww5b5
TGO8T3TZWNXL,S008,2025/10/18 07:09:24,ITEM00399,Toys,5,446.04,2230.20,Transfer,oz6af90k
JY0703CS3KK6,S013,2025-10-18 04:00:42,ITEM00549,Sports,4,137.35,549.40,Card,hicqd41w
17J39O2GV8TK,S011,2025-10-18 17:28:52,ITEM00761,Home,3,284.89,854.67,Cash,lswznyms
6K9TE7SJXIEQ;S013;2025-10-18 09:09:58;ITEM00394;Electronics;3;82.46;247.38;Cash;it1vg2j7
5MVIBXK84C42,S007,18-10-25 21:03,ITEM00470,Home,5,190.26,951.30,Mobile,2c37fhzy
QA1Q0GN1WQ11,S004,10/18/2025 09:25PM,ITEM00076,Sports,2,125.53,251.06,Card,hxmqv8h5
335D89TAIAWK,S011,2025-10-18 02:05:39,ITEM00006,Sports,5,414.14,2070.70,Cash,166dxxtp
7E6M0NY54SU6,S008,18-10-25 03:07,ITEM00376,Toys,5,47.60,238.00,Cash,7a6xg6f4
H9GOZ2L94BVC,S003,2025-10-18 00:26:20,ITEM00975,Clothing,3,336.16,1008.48,Cash,ig4opnnw
4TFTUI00SQ1Z;S001;2025-10-18 17:50:27;ITEM00464;Electronics;2;404.44;808.88;Transfer;ibu27e51
QZ2KVSG916BS,S018,2025/10/18 22:14:41,ITEM00178,Toys,1,401.48,401.48,Transfer,2y6t76zd
A0OGSS3UENCI,S006,18-10-25 01:39,ITEM00622,Toys,1,156.10,156.10,Cash,i5xt5wpl
HOKZZVYZSK3C,S018,10/18/2025 08:48PM,ITEM00286,Home,5,287.99,1439.95,Card,cgzqonsh
BNWLH5BOZ2GU,S006,2025-10-18 17:17:16,ITEM00800,Sports,3,296.71,890.13,Cash,61zqb3xi
4PL8OQG954FE,S018,2025-10-18 16:08:00,ITEM00837,Groceries,5,260.76,1303.80,Mobile,p1xt71qy
82PST1H5WEWX,S013,18-10-25 21:20,ITEM00908,Clothing,4,293.20,1172.80,Mobile,g083cjfl
QQ5R8D09V4BD,S015,2025-10-18 08:15:17,ITEM00810,Toys,1,457.88,457.88,Mobile,74h1p1lw
0E77OWKBZ6HF,S020,2025/10/18 15:41:12,ITEM00120,Toys,2,141.02,282.04,Transfer,zok1jylv
NIDU5Z6JKTKE,S019,18-10-25 03:36,ITEM00018,Home,5,443.92,2219.60,Mobile,6tx1f42y
F6WBS0JOK1A3,S001,10/18/2025 05:21AM,ITEM00019,Sports,5,283.05,1415.25,Cash,w21qmrck
LDZO7M8EAZ0Q,S012,2025-10-18T07:36:47,ITEM00359,Home,4,472.49,1889.96,Transfer,na543zz4
BWFJ6IIQ2BYZ,S010,2025/10/18 18:41:25,ITEM00548,Clothing,4,14.06,56.24,Transfer,rwxym3sk
8F8LM6PGCE6M,S005,2025-10-18 04:02:17,ITEM00198,Home,3,106.64,319.92,Transfer,284vcqwk
X3W3UY52MSWB,S017,2025/10/18 23:35:49,ITEM00342,Groceries,3,184.91,554.73,Cash,cs8q83x7
KUTMZ0TZS09O,S009,2025-10-18 12:56:08,ITEM00891,Toys,2,209.97,419.94,Transfer,s6k9vs18
XH8C30IDMEEJ,S011,18-10-25 05:16,ITEM00446,Groceries,3,62.28,186.84,Cash,kum34777
MGE470CLTT82,S017,2025-10-18 14:35:35,ITEM00154,Sports,4,76.02,304.08,Transfer,81ah9x27
H3YM1LNF2IDE,S002,2025/10/18 01:39:53,ITEM00049,Toys,4,94.72,378.88,Transfer,2ff0z7co
OPRH7YDYYRMR,S012,2025-10-18 11:51:43,ITEM00316,Sports,2,480.42,960.84,Mobile,ofautb77
FNGG9XZY7I7Z,S007,10/18/2025 07:49PM,ITEM00586,Sports,3,470.30,1410.90,Card,kc5jst01
3KC3MWIBHJ3D,S001,2025/10/18 23:26:40,ITEM00305,Clothing,2,40.26,80.52,Cash,kk2tehq4
MKHBKUUOF3OO,S013,2025-10-18 16:44:02,ITEM00246,Clothing,5,297.82,1489.10,Cash,40gw0w1a
B2KFT8GI4FHW;S020;2025-10-18 08:22:37;ITEM00963;Clothing;1;479.6;479.6;Mobile;2jqy2hiw
JGTS3S4I5JOJ,S007,2025-10-18 23:47:57,ITEM00665,Clothing,5,437.61,2188.05,Transfer,tlaid4bq
UT0E77YL3JJ9,S009,2025-10-18 12:01:11,ITEM00290,Groceries,3,317.67,953.01,Card,ln6qd5kf
YU50JRISWVNA,S019,2025-10-18 17:47:22,ITEM00733,Clothing,2,297.60,595.20,Transfer,08hoeli2
9BXX7J7XFTQP,S002,2025/10/18 21:44:36,ITEM00299,Groceries,3,5.35,16.05,Mobile,qwiifpmo
8NJDFNH6SL8E,S014,2025-10-18 10:37:02,ITEM00881,Groceries,2,218.96,437.92,Cash,z5qzu1hl
Z7E6PFAGMWRX,S016,2025-10-18 22:44:55,ITEM00456,Toys,1,428.83,428.83,Mobile,vq6jrpac
9KX8KB5JZPAW,S017,2025/10/18 16:04:29,ITEM00161,Clothing,1,348.80,348.80,Card,7wrqy3uy
02LRNQN5QJN3,S017,2025-10-18 21:47:47,ITEM00901,Clothing,3,234.24,702.72,Cash,p6d343f6
VU550KUFDESM,S010,2025-10-18 06:10:04,ITEM00041,Groceries,2,306.74,613.48,Mobile,qro84xrv
VKV83AUWFZY7,S013,2025-10-18 09:44:33,ITEM00216,Toys,1,403.75,403.75,Card,diyljlo0
WCD5I9B8RBRA,S008,2025-10-18 14:08:20,ITEM00169,Clothing,3,174.16,522.48,Card,nzl47hj2
P3PYEV4UOTTY,S011,10/18/2025 10:24AM,ITEM00493,Electronics,3,168.09,504.27,Cash,ukx91z3d
LNM3NWTZNRMA,S004,2025-10-18 22:48:31,ITEM00611,Toys,2,258.94,517.88,Card,q0jwnao4
6PYG695E2H6N,S002,2025-10-18T05:02:10,ITEM00444,Electronics,1,270.41,270.41,Transfer,nic8l7s6
8V3F4D9RTB2Y,S014,2025-10-18 19:39:07,ITEM00572,Sports,4,298.34,1193.36,Mobile,a06on5ko
OAIXWI37GAQE,S005,10/18/2025 07:09AM,ITEM00089,Toys,3,277.53,832.59,Cash,61uy7xl7
NAPPRWZ4QQBO,S009,2025-10-18 11:09:24,ITEM00230,Toys,3,31.45,94.35,Card,1gz1j4wi
RA9R4SNCF4OG,S020,18-10-25 02:06,ITEM00969,Electronics,5,36.57,182.85,Mobile,bhinbknc
N4SJJOBKXDWZ,S006,2025-10-18 06:09:17,ITEM00743,Toys,1,187.34,187.34,Cash,swy9v43y
HQ334S3LWB3D,S011,18-10-25 18:01,ITEM00718,Electronics,5,409.56,2047.80,Cash,at7g79bq
2XKUKUZA68GT,S012,2025-10-18 19:58:42,ITEM00053,Groceries,2,340.61,681.22,Mobile,a0o374b4
DBZD0LTG18YG,S020,10/18/2025 02:21PM,ITEM00205,Electronics,5,315.75,1578.75,Cash,ytejxosf
XPJ6O8JVMQ0U,S009,2025-10-18 00:59:29,ITEM00831,Home,2,230.73,461.46,Transfer,227ciptm
OIQJ27F4G7AZ,S013,10/18/2025 12:56AM,ITEM00553,Clothing,4,390.24,1560.96,Card,16jgk48i
SQXBR5L521O9,S016,18-10-25 22:27,ITEM00812,Clothing,1,290.28,290.28,Card,phxuhdor
0GRR6U6SZA7D,S020,2025-10-18 07:53:56,ITEM00277,Clothing,4,401.81,1607.24,Cash,l8yn3oqo
1S0RLMGQQ0RH,S015,2025-10-18 16:55:14,ITEM00211,Home,3,429.79,1289.37,Card,vkj406ag
K1FDQ3P9S1GW,S008,2025-10-18 19:33:46,ITEM00683,Toys,1,49.42,49.42,Cash,81y9esph
QJ0KXKDLN2E3,S015,2025-10-18 22:58:57,ITEM00390,Electronics,2,48.00,96.00,Card,fe7sfmlz
D5I351RYDGF7,S005,10/18/2025 09:16AM,ITEM00179,Home,4,47.95,191.80,Cash,5nibdrnc
DKO286KMTXYU,S013,2025-10-18 02:16:46,ITEM00974,Clothing,3,123.16,369.48,Mobile,baagss4k
6JS5YY3233UX,S014,2025-10-18 22:24:16,ITEM00559,Groceries,2,355.48,710.96,Card,p98j4dzr
5B1OONVHBQMD,S017,2025-10-18 16:43:26,ITEM00782,Sports,2,397.49,794.98,Transfer,nb939wz5
53R5FJ6FZYCB,S001,2024-13-01 00:00,ITEM00759,Groceries,3,448.71,1346.13,Cash,jtffozhe
1P00UBKH3SLJ,S005,2025-10-18 17:53:04,ITEM00815,Home,4,422.85,1691.40,Mobile,7hct9v76
5NPI0F2UF89K,S013,10/18/2025 05:01AM,ITEM00921,Electronics,1,57.47,57.47,Mobile,fityfi7r
8KG5XFI5EAXC,S004,2025-10-18 04:28:55,ITEM00947,Sports,2,225.22,450.44,Card,3jvmyfhy
22ONKAVO8R97,S011,2025-10-18 02:45:49,ITEM00605,Sports,3,331.02,993.06,Mobile,efgx3wuh
DOMF5KWIYL1C,S005,2025-10-18T22:45:42,ITEM00075,Clothing,1,197.10,197.10,Mobile,0iy0wje3
5PEJ0OY0T57K,S011,2025-10-18 08:32:32,ITEM00161,Home,2,334.06,668.12,Card,ffd1m9x4
5044RN70R4IK,S006,2025-10-18 17:25:53,ITEM00101,Groceries,2,320.52,641.04,Transfer,y8pkqk3k
Y9G9TOUED2IY,S020,2025-10-18 15:57:35,ITEM00630,Electronics,2,97.50,195.00,Mobile,9y0316eh
1SYZB44AOP4J,S016,2025-10-18 17:19:15,ITEM00043,Home,3,115.43,346.29,Transfer,2tt4csus
TZTEHDXTLVOJ,S005,2025/10/18 14:53:48,ITEM00261,Home,1,407.50,407.50,Transfer,6vpcs2uf
IKDCUJFFRH1Q,S014,2025/10/18 10:29:39,ITEM00204,Clothing,2,361.51,723.02,Mobile,04bdzji8
O48CW0BGITUU,S008,2025-10-18 16:55:11,ITEM00620,Sports,2,484.85,969.70,Mobile,pc2ul1yf
2IDGKXO45L22,S006,2025-10-18T21:58:45,ITEM00272,Sports,1,444.74,444.74,Mobile,wtcakkj2
9MJP072SEKUL,S010,2025-10-18 12:40:02,ITEM00673,Electronics,5,142.92,714.60,Cash,4g1nty7u
CEWDKKFYO5LQ,S018,10/18/2025 05:39PM,ITEM00719,Clothing,1,11.24,11.24,Transfer,wtcq32fu
6OLNU289UVR8,S007,2025-10-18 02:15:43,ITEM00439,Groceries,1,174.79,174.79,Card,e8wysl0y
M87Z655PFDIG,S010,2025-10-18 15:57:28,ITEM00371,Home,3,84.62,253.86,Transfer,skzbviso
YROLWOFTCM0J,S007,2025-10-18 10:14:12,ITEM00211,Groceries,2,492.58,985.16,Card,14dkomfh
LPTXP3PXXNS3,S010,2025-10-18T05:57:17,ITEM00137,Toys,1,440.78,440.78,Cash,ljaon59g
Z4UX8BVRUGB5,S003,18-10-25 17:34,ITEM00679,Home,5,327.71,1638.55,Mobile,m0f3r89k
UUW4KLT6FBRA,S004,2025-10-18T02:44:08,ITEM00913,Toys,4,136.05,544.20,Transfer,fjdj3eu3
CZD03ENDQ76U,S015,10/18/2025 07:34AM,ITEM00001,Clothing,2,112.60,225.20,Card,77myt7de
K8F7YTEUOCLH,S012,10/18/2025 06:48AM,ITEM00817,Groceries,4,84.29,337.16,Mobile,drn0c9ld
QZ4W1I4HS2HG,S005,10/18/2025 12:17AM,ITEM00153,Sports,4,332.79,1331.16,Cash,vapl61ry
JYC0SLL9EJF6,S015,2025/10/18 00:18:01,ITEM00172,Groceries,3,458.25,1374.75,Card,uvbljsmw
ZMWFSS29WOAI,S011,2025-10-18 13:58:57,ITEM00422,Electronics,2,222.78,445.56,Transfer,z4rg3b95
54PA7BP5SVI5,S015,2025/10/18 13:35:24,ITEM00893,Home,4,324.34,1297.36,Card,c7ehdiqx
IH9966PTZ1R1,S009,10/18/2025 02:26PM,ITEM00836,Groceries,3,1.24,3.72,Cash,5njynzkg
AIDGN9LN8KF8,S015,2025-10-18 14:40:58,ITEM00153,Groceries,2,254.45,508.90,Mobile,kws4anf2
OYUP8V21LGGC,S004,2025-10-18 11:26:54,ITEM00944,Sports,4,235.17,940.68,Card,k3jxkeyp
LX84OFSRL756,S014,10/18/2025 08:01PM,ITEM00185,Groceries,3,454.99,1364.97,Transfer,v6e9wr2p
RJEHW4Y6VMLN,S005,18-10-25 09:56,ITEM00025,Clothing,2,455.96,911.92,Transfer,jurcd6vb
1Q4OI6UP711T,S012,2025-10-18 14:30:28,ITEM00904,Home,1,493.56,493.56,Cash,5ml43ufc
WC7EREZSOWKI,S010,2025-10-18 22:45:27,ITEM00795,Electronics,1,334.72,334.72,Cash,6osojng3
L1YVKZOWTAL1,S002,2025-10-18 17:39:42,ITEM00540,Clothing,2,42.32,84.64,Card,3259dhh8
YVGZKY1Y8G3H,S003,10/18/2025 08:36AM,ITEM00180,Clothing,5,18.35,91.75,Transfer,b7s9noiv
ZV2442I6DRFR,S011,2025-10-18 00:06:16,ITEM00987,Toys,1,494.44,494.44,Mobile,q30qudgz
QF1UECZ0DRNP,S013,18-10-25 04:37,ITEM00328,Home,4,301.94,1207.76,Cash,h7ns19zb
R3EMPUDBVAKX,S001,18-10-25 17:05,ITEM00727,Sports,2,191.80,383.60,Cash,ubxqx6d8
44DK3QXJ94HP,S004,10/18/2025 05:30PM,ITEM00395,Sports,5,38.27,191.35,Cash,9bypwlah
6FVMTYDYG9AD,S019,2025-10-18 21:54:33,ITEM00638,Clothing,5,91.68,458.40,Mobile,bcmazc0c
2W2XZT21BXDR,S011,2025-10-18 03:36:22,ITEM00128,Electronics,3,293.14,879.42,Mobile,ajeiv6ra
95GV4QXGD064,S018,18-10-25 14:22,ITEM00487,Home,3,343.50,1030.50,Cash,95suctlh
4XF6Q272BSOT,S011,2025-10-18 02:59:21,ITEM00089,Sports,4,65.60,262.40,Cash,bxktqwxl
VQ84J40O2SJO,S009,2025-10-18 01:43:42,ITEM00683,Electronics,5,76.61,383.05,Card,59wzw4nb
36UOVOUSU2E4,S010,2025-10-18 14:16:29,ITEM00063,Groceries,3,470.64,1411.92,Transfer,havkuwtk
DCC2K5P2PRXU,S004,2025-10-18 16:55:39,ITEM00073,Home,1,147.90,147.90,Card,oqzwgtzo
9Z3FBGANBM8C,S013,2025-10-18 07:55:33,ITEM00513,Sports,3,98.90,296.70,Transfer,qa36sl78
IDNNCKT7HX53,S010,18-10-25 14:52,ITEM00671,Toys,2,11.28,22.56,Card,vyoii8o6
S3J3X1CDS6LY,S016,2025-10-18 01:03:16,ITEM00208,Electronics,4,483.22,1932.88,Mobile,7ok90vfv
TKXF4HI3F2RV,S013,2025-10-18T10:22:28,ITEM00404,Electronics,1,391.91,391.91,Mobile,8my2qs23
R4HRXTDERVCG,S006,2025-10-18 03:26:14,ITEM00694,Home,2,407.67,815.34,Cash,zkyrzanp
MV0C3V8E6VAR,S020,2025/10/18 21:38:09,ITEM00200,Electronics,5,286.35,1431.75,Transfer,pdvdp4a8
99OCVSNKWFKO,S006,2025-10-18 06:16:30,ITEM00824,Home,1,481.97,481.97,Card,i835pn0c
YWZKZ8I8BMNH,S012,10/18/2025 09:58AM,ITEM00119,Home,1,470.88,470.88,Transfer,nl2wubsj
Z9NG97K3THX5,S001,2025-10-18 13:06:33,ITEM00981,Home,3,18.68,56.04,Cash,v935kzqc
LT0UFHUYX9CT,S007,2025-10-18 15:50:43,ITEM00626,Groceries,1,208.40,208.40,Card,209r68ip
NMQED16Q73YS,S005,10/18/2025 09:37PM,ITEM00433,Groceries,2,200.19,400.38,Cash,44ompn7w
57KOFEL6XGQL,S003,2025-10-18 12:33:41,ITEM00242,Sports,2,304.08,608.16,Mobile,47rcnxhp
M0POFQ4SM156,S017,2025-10-18 06:34:11,ITEM00920,Sports,5,94.15,470.75,Cash,91n1hcr1
M0011GN9VHWD,S007,2025-10-18 07:34:31,ITEM00381,Home,5,495.25,2476.25,Transfer,ny11uv5y
BPYMDYZ0MI4V;S006;2025-10-18 08:08:32;ITEM00101;Groceries;2;336.11;672.22;Transfer;psq0lqaz
FB6JUZKZ37FD,S002,2025/10/18 01:47:05,ITEM00419,Electronics,5,280.76,1403.80,Mobile,jyo6l14a
N59I2NBISS1Y,S014,2025-10-18 07:18:09,ITEM00173,Toys,3,23.59,70.77,Mobile,k1qhu7pw
OD32YPKFTVK1,S010,2025-10-18 14:24:14,ITEM00349,Toys,1,462.90,462.90,Cash,8oh18jvs
YONNOSK77K4N,S010,2025-10-18 21:30:53,ITEM00711,Sports,2,153.32,306.64,Transfer,2xfyjuqj
ZKCVCI2STZYN,S005,10/18/2025 06:38AM,ITEM00694,Sports,3,178.89,536.67,Mobile,k72dnz1a
QVFCZ26SQJ6H,S009,2025-10-18T05:04:35,ITEM00544,Home,2,409.06,818.12,Cash,nd6pklm5
AXSSWR84YZ98,S003,2025/10/18 03:29:25,ITEM00575,Toys,2,471.88,943.76,Mobile,p2zot2w3
YXLQZ6693JFI,S006,2025/10/18 02:28:31,ITEM00709,Electronics,3,409.80,1229.40,Card,mnej84a5
PJ85L3C5P7NF,S003,2025-10-18T15:14:00,ITEM00294,Clothing,4,499.39,1997.56,Cash,l52dcqx0
ML4U20G6P046,S018,2025-10-18 08:31:59,ITEM00277,Toys,1,14.00,14.00,Cash,ytmc0sv2
RMPTV4PUJGQK,S006,10/18/2025 12:26PM,ITEM00567,Home,3,136.93,410.79,Card,plwfxt4q
XVK5TSDNB33O,S016,2025-10-18 17:42:19,ITEM00039,Home,5,261.44,1307.20,Mobile,0l5f8gh3
0FA20D2GHUHO,S013,2025-10-18 05:15:20,ITEM00551,Toys,1,240.40,240.40,Mobile,mworosnr
S4KXHUBLWLQP,S001,2025-10-18 08:47:33,ITEM00443,Home,3,354.09,1062.27,Mobile,xuwrifyj
B50IC6U7CY35,S004,2025-10-18 04:42:50,ITEM00936,Clothing,4,154.22,616.88,Card,fjwr2uu7
3GEAJ19E147T,S016,2025-10-18T17:37:26,ITEM00641,Sports,4,26.98,107.92,Cash,fjiqvakb
TSH1OLMZPWWH,S010,2025/10/18 00:39:48,ITEM00485,Home,2,411.43,822.86,Mobile,ii1qs8k7
4O404JP8DE8A,S003,2025-10-18 00:47:00,ITEM00691,Toys,3,139.66,418.98,Mobile,r5pnz7py
V87BNKQOIIWX,S008,2025-10-18T17:55:48,ITEM00645,Home,5,155.92,779.60,Cash,coir250d
37OUDWYJ6ISR,S003,18-10-25 19:26,ITEM00580,Home,4,66.16,264.64,Cash,v6a5lpke
X8VLONHM5BVI,S016,2025/10/18 16:41:02,ITEM00521,Toys,1,224.51,224.51,Mobile,bkh8zub0
QNAQXAR72RW4,S017,2025-10-18 03:10:11,ITEM00363,Toys,3,67.08,201.24,Mobile,gbno3l6h
A6X8M2VY0V4O,S017,18-10-25 22:24,ITEM00951,Groceries,5,137.29,686.45,Mobile,cd1kpbwa
CWL2R8SXGFPN,S017,2025-10-18 07:15:49,ITEM00580,Groceries,4,346.93,1387.72,Card,f22g1hud
5STWS3QS7IOX,S013,2025-10-18 16:39:08,ITEM00206,Groceries,3,383.39,1150.17,Cash,b4eyty93
RTVQJH0ZJXHV,S003,18-10-25 15:41,ITEM00733,Electronics,4,231.82,927.28,Mobile,c7jo4qik
M13TR1Y0LKFF,S005,2025-10-18T21:26:33,ITEM00609,Clothing,2,175.44,350.88,Transfer,yc0oiig5
UVDGUG9KXLUC,S016,2025-10-18 08:00:07,ITEM00970,Electronics,3,392.66,1177.98,Transfer,uav3oeb6
D7UMARMF7GAO,S012,10/18/2025 07:19PM,ITEM00254,Sports,5,304.83,1524.15,Cash,w5u346sm
QD0NADIBHNC4,S020,18-10-25 08:45,ITEM00963,Groceries,1,231.50,231.50,Cash,424pi3v7
DAP1YRUHG2GB,S012,2025-10-18 02:16:26,ITEM00864,Electronics,4,84.12,336.48,Transfer,n8vw164x
6J281XM0BG20,S013,2025-10-18 23:50:28,ITEM00671,Sports,2,109.99,219.98,Cash,clq790k3
BRKY447AO9QA,S020,10/18/2025 04:54AM,ITEM00927,Home,3,207.46,622.38,Transfer,bdas4mz0
Q69AODAVLVX0,S008,10/18/2025 04:02AM,ITEM00595,Toys,5,337.65,1688.25,Mobile,ujk0md0x
6CU5MEMRQI3E,S012,10/18/2025 04:38PM,ITEM00701,Electronics,4,132.00,528.00,Transfer,wks9u0gb
6OCN89MXIC2U,S005,2025-10-18 08:57:37,ITEM00540,Sports,5,137.43,687.15,Cash,oveqgaxf
K767N1Q00LQQ,S001,2025/10/18 03:24:00,ITEM00065,Electronics,4,211.12,844.48,Mobile,ysprotij
FZOUFQ0FV8FW;S019;2025/10/18 17:56:35;ITEM00409;Toys;3;42.2;126.6;Mobile;xqcpt11c
B3XPLK1CMQGG,S004,2025-10-18 18:55:29,ITEM00379,Toys,5,95.40,477.00,Mobile,16b8mpdr
T7KGN8M0BX9E,S003,2025/10/18 12:01:58,ITEM00146,Home,2,295.58,591.16,Transfer,w2sxs9lb
PXKLW7PGS7N7,S010,18-10-25 08:37,ITEM00838,Toys,1,277.18,277.18,Card,ra8w8630
1LCYIFZNTKKA,S008,2025-10-18 19:23:33,ITEM00578,Sports,3,2.66,7.98,Transfer,df1na6vj
XKQTTC3B2MOC,S008,2025-10-18 19:35:23,ITEM00636,Sports,3,338.55,1015.65,Mobile,zhfepiu8
1T0Z3CT37SYB,S014,2025/10/18 08:26:50,ITEM00067,Sports,4,103.10,412.40,Card,32j0w5i6
V2SB38BM7H8W,S020,2025-10-18 15:15:44,ITEM00538,Groceries,5,432.45,2162.25,Cash,gk6lr295
80WZTL2SUHUW,S009,2025-10-18 01:44:12,ITEM00044,Groceries,5,24.98,124.90,Mobile,36ymjzic
QRDG6UDC37DZ,S012,2025-10-18 00:38:59,ITEM00242,Sports,2,91.27,182.54,Transfer,ovbc1vye
BJEVVD8ZT2GO,S014,2025-10-18 19:15:21,ITEM00810,Sports,2,150.99,301.98,Card,eo0l9tcz
FYZQ7CYMBMPF,S013,2025-10-18 21:25:33,ITEM00829,Groceries,2,117.81,235.62,Mobile,l3obkw6u
1D2VEWGF1GK8,S012,18-10-25 15:51,ITEM00465,Electronics,5,488.73,2443.65,Cash,a47hciyu
FP8PHZZWRU4Z,S019,2025/10/18 13:13:23,ITEM00880,Clothing,2,210.82,421.64,Card,ny41k5ml
Y718MNP3VODQ,S009,18-10-25 01:54,ITEM00201,Toys,5,285.24,1426.20,Mobile,ytrf1t1g
41DPYPSMG7I7,S002,2025-10-18 10:08:34,ITEM00731,Toys,1,234.30,234.30,Cash,uu635jyw
36T60D5GXWDI,S009,2025-10-18 16:39:25,ITEM00671,Sports,1,61.13,61.13,Mobile,8ir7pxa5
VYGS1DBTBPMO,S011,2025-10-18 03:34:02,ITEM00969,Home,4,167.18,668.72,Card,35k8wrh6
EJW0HSYTROIM,S016,10/18/2025 10:23AM,ITEM00099,Electronics,3,441.52,1324.56,Card,eqt1f7ca
BKJXWYQ6YC7B,S005,2025-10-18 00:29:30,ITEM00351,Home,3,416.05,1248.15,Transfer,yywdb80j
RIRPNCWK5DUY,S015,10/18/2025 07:39PM,ITEM00120,Toys,2,49.79,99.58,Transfer,na9cfwec
GGLC4SO0XRCX,S014,2025-10-18 23:18:45,ITEM00651,Toys,3,345.07,1035.21,Cash,iknqj0dw
DN2D0B2X10WV,S009,18-10-25 08:10,ITEM00734,Groceries,3,235.85,707.55,Transfer,djwj08x8
QOIJC836XU4P,S014,2025-10-18 20:52:49,ITEM00268,Sports,4,463.22,1852.88,Cash,qewchv9h
Z55IF3BQ0X4J,S001,2025-10-18 01:58:02,ITEM00988,Groceries,1,478.32,478.32,Cash,7v2h3ofu
Q257IZIJJVQZ,S007,2025-10-18 03:23:38,ITEM00103,Groceries,2,191.54,383.08,Transfer,9wtor0lm
XUM68UN6WU89,S018,2025-10-18 09:37:03,ITEM00669,Groceries,4,365.52,1462.08,Transfer,7605ezr6
UBR9ZTJQV698,S017,2025-10-18 12:43:58,ITEM00444,Toys,5,372.54,1862.70,Transfer,dj54l7em
6L8NAEU0QYUA,S009,2025-10-18T11:25:06,ITEM00191,Toys,5,229.69,1148.45,Mobile,deaw4sms
UYZ7MTHKIWJS,S019,2025-10-18 08:00:34,ITEM00925,Home,4,261.14,1044.56,Transfer,5gujfbmg
F5MRTNJMY55J,S010,10/18/2025 11:27AM,ITEM00635,Groceries,3,201.59,604.77,Card,uqlcst75
821X2B9XQOFZ,S012,10/18/2025 11:50AM,ITEM00293,Home,5,316.91,1584.55,Transfer,b5jk6rgr
WKADKMKKTHYL,S004,2025-10-18 19:03:33,ITEM00544,Clothing,2,376.76,753.52,Cash,9wrkvbdx
FB6LJMIFPFP2,S020,2025-10-18 08:15:28,ITEM00911,Toys,5,138.19,690.95,Transfer,bg90i2ld
VZPS3L5QTTT5,S013,2025-10-18 19:00:48,ITEM00127,Home,1,132.15,132.15,Card,h3c1omrh
GBYY8ZD8G8HO,S015,2025-10-18 00:04:00,ITEM00196,Groceries,4,204.11,816.44,Card,essoy5dx
4HAFZ95T4NTY,S005,2025/10/18 00:03:14,ITEM00682,Sports,2,96.80,193.60,Cash,k9s3h6e4
EAF9WKNGTS2N,S013,2025-10-18 16:52:57,ITEM00701,Electronics,3,308.18,924.54,Card,rl8cmkuh
ASMIMPHDUDW2,S013,2025-10-18 05:48:55,ITEM00954,Home,2,327.55,655.10,Mobile,zk5vuody
RFCYZEDLG90W,S004,2025-10-18 12:37:13,ITEM00501,Groceries,2,$131.11,$262.22,Mobile,md95v3lb
ZK0S3JWJPS5G,S007,2025-10-18 12:21:34,ITEM00179,Groceries,1,246.44,246.44,Transfer,vey5rggf
HE3UHUI1BIXG,S005,18-10-25 17:19,ITEM00782,Groceries,2,274.20,548.40,Card,4fdm62tm
